INSERT INTO `lucky_cooperation`.`t_bi_warehouse_commodity_sale_shop_week` (`wh_dept_id`, `commodity_id`, `mark_type`, `type`, `year`, `week_id`, `amount`, `create_time`) VALUES 
(327193, 5352, 2, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 28, 100.5, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 28, 201.0, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 28, 502.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 28, 502.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 28, 1005.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 28, 502.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 28, 502.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 28, 1005.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 28, 502.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 28, 502.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 28, 1005.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 29, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 29, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 29, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 29, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 29, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 29, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 29, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 29, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 29, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 29, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 29, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 30, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 30, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 30, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 30, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 30, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 30, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 30, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 30, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 30, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 30, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 30, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 31, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 31, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 31, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 31, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 31, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 31, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 31, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 31, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 31, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 31, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 31, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 32, 80.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 32, 160.8, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 32, 402.0, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 32, 402.0, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 32, 804.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 32, 402.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 32, 402.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 32, 804.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 32, 402.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 32, 402.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 32, 804.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 33, 60.3, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 33, 120.6, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 33, 301.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 33, 301.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 33, 603.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 33, 301.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 33, 301.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 33, 603.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 33, 301.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 33, 301.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 33, 603.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 34, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 34, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 34, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 34, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 34, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 34, 140.7, '2023-06-01 00:00:00'),
