INSERT INTO `lucky_cooperation`.`t_bi_warehouse_commodity_sale_shop_day` (`wh_dept_id`, `commodity_id`, `mark_type`, `type`, `year`, `record_date`, `amount`, `create_time`) VALUES 
(245971, 6192, 1, 20, 2022, '2022-01-28', 19.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-01-28', 36.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-01-28', 10.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-01-28', 20.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-01-28', 30.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-01-28', 14.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-01-28', 11.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-01-28', 25.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-01-28', 10.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-01-28', 20.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-01-28', 30.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-01-28', 12.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-01-28', 14.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-01-28', 26.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-01-28', 12.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-01-28', 10.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-01-28', 22.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-01-28', 17.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-01-28', 17.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-01-28', 34.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-01-28', 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-01-28', 14.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-01-28', 34.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-01-28', 14.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-01-28', 18.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-01-28', 32.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-01-28', 19.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-01-28', 16.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-01-28', 35.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-01-28', 20.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-01-28', 13.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-01-28', 33.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-01-28', 14.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-01-28', 19.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-01-28', 33.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-01-28', 10.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-01-28', 10.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-01-28', 20.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-01-28', 11.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-01-28', 12.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-01-28', 23.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-01-29', 12.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-01-29', 19.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-01-29', 31.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-01-29', 19.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-01-29', 13.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-01-29', 32.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-01-29', 14.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-01-29', 16.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-01-29', 30.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-01-29', 18.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-01-29', 14.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-01-29', 32.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-01-29', 13.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-01-29', 14.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-01-29', 27.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-01-29', 15.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-01-29', 15.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-01-29', 30.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-01-29', 20.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-01-29', 14.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-01-29', 34.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-01-29', 16.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-01-29', 10.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-01-29', 26.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-01-29', 14.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-01-29', 13.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-01-29', 27.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-01-29', 12.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-01-29', 19.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-01-29', 31.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-01-29', 19.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-01-29', 16.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-01-29', 35.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-01-29', 14.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-01-29', 12.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-01-29', 26.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-01-29', 13.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-01-29', 12.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-01-29', 25.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-01-29', 11.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-01-29', 12.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-01-29', 23.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-01-29', 17.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-01-29', 11.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-01-29', 28.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-01-29', 13.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-01-29', 16.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-01-29', 29.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-01-29', 17.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-01-29', 18.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-01-29', 35.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-01-29', 16.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-01-29', 11.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-01-29', 27.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-01-30', 19.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-01-30', 13.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-01-30', 32.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-01-30', 12.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-01-30', 20.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-01-30', 32.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-01-30', 12.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-01-30', 17.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-01-30', 29.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-01-30', 10.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-01-30', 14.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-01-30', 24.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-01-30', 15.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-01-30', 12.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-01-30', 27.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-01-30', 19.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-01-30', 19.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-01-30', 38.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-01-30', 15.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-01-30', 19.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-01-30', 34.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-01-30', 11.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-01-30', 13.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-01-30', 24.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-01-30', 16.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-01-30', 18.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-01-30', 34.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-01-30', 11.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-01-30', 17.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-01-30', 28.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-01-30', 10.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-01-30', 12.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-01-30', 22.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-01-30', 19.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-01-30', 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-01-30', 39.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-01-30', 17.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-01-30', 18.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-01-30', 35.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-01-30', 11.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-01-30', 16.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-01-30', 27.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-01-30', 20.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-01-30', 10.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-01-30', 30.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-01-30', 14.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-01-30', 10.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-01-30', 24.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-01-30', 17.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-01-30', 15.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-01-30', 32.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-01-30', 12.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-01-30', 14.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-01-30', 26.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-01-31', 13.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-01-31', 20.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-01-31', 33.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-01-31', 14.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-01-31', 14.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-01-31', 28.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-01-31', 13.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-01-31', 14.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-01-31', 27.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-01-31', 19.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-01-31', 13.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-01-31', 32.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-01-31', 10.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-01-31', 19.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-01-31', 29.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-01-31', 11.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-01-31', 15.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-01-31', 26.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-01-31', 18.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-01-31', 18.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-01-31', 36.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-01-31', 16.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-01-31', 18.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-01-31', 34.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-01-31', 18.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-01-31', 16.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-01-31', 34.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-01-31', 15.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-01-31', 11.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-01-31', 26.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-01-31', 13.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-01-31', 12.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-01-31', 25.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-01-31', 11.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-01-31', 15.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-01-31', 26.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-01-31', 17.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-01-31', 10.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-01-31', 27.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-01-31', 16.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-01-31', 18.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-01-31', 34.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-01-31', 19.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-01-31', 16.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-01-31', 35.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-01-31', 14.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-01-31', 13.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-01-31', 27.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-01-31', 12.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-01-31', 13.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-01-31', 25.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-01-31', 20.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-01-31', 11.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-01-31', 31.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-02-01', 10.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-02-01', 14.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-02-01', 24.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-02-01', 14.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-02-01', 11.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-02-01', 25.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-02-01', 16.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-02-01', 31.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-02-01', 20.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-02-01', 35.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-02-01', 14.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-02-01', 18.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-02-01', 32.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-02-01', 30.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-02-01', 16.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-02-01', 31.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-02-01', 11.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-02-01', 11.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-02-01', 22.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-02-01', 13.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-02-01', 14.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-02-01', 27.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-02-01', 12.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-02-01', 19.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-02-01', 31.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-02-01', 18.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-02-01', 14.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-02-01', 32.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-02-01', 13.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-02-01', 28.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-02-01', 20.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-02-01', 35.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-02-01', 10.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-02-01', 15.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-02-01', 25.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-02-01', 17.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-02-01', 20.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-02-01', 37.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-02-01', 13.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-02-01', 10.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-02-01', 23.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-02-01', 17.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-02-01', 14.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-02-01', 31.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-02-01', 12.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-02-01', 16.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-02-01', 28.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-02-02', 11.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-02-02', 14.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-02-02', 25.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-02-02', 16.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-02-02', 20.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-02-02', 36.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-02-02', 10.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-02-02', 12.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-02-02', 22.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-02-02', 12.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-02-02', 19.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-02-02', 31.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-02-02', 12.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-02-02', 16.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-02-02', 28.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-02-02', 19.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-02-02', 17.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-02-02', 36.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-02-02', 14.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-02-02', 12.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-02-02', 26.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-02-02', 15.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-02-02', 20.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-02-02', 35.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-02-02', 19.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-02-02', 15.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-02-02', 34.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-02-02', 17.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-02-02', 14.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-02-02', 31.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-02-02', 12.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-02-02', 20.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-02-02', 32.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-02-02', 11.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-02-02', 16.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-02-02', 27.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-02-02', 20.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-02-02', 15.1, '2023-06-01 00:00:00'),
