INSERT INTO `lucky_cooperation`.`t_actuality_cup_total_week` (`week_id`, `wh_dept_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
('31', '326932', '10', 1.2325411864881142, 1, '2023-06-01', 1, '2023-06-01'),
('32', '326932', '10', 11.008405720976583, 1, '2023-06-01', 1, '2023-06-01'),
('33', '326932', '10', 4.495979806874509, 1, '2023-06-01', 1, '2023-06-01'),
('34', '326932', '10', 12.13149015144191, 1, '2023-06-01', 1, '2023-06-01'),
('35', '326932', '10', 14.31265020329722, 1, '2023-06-01', 1, '2023-06-01'),
('36', '326932', '10', 19.012212046105272, 1, '2023-06-01', 1, '2023-06-01'),
('37', '326932', '10', 18.711239807557455, 1, '2023-06-01', 1, '2023-06-01'),
('38', '326932', '10', 0.2901458534778434, 1, '2023-06-01', 1, '2023-06-01'),
('39', '326932', '10', 18.0826373406046, 1, '2023-06-01', 1, '2023-06-01'),
('40', '326932', '10', 17.567410442391846, 1, '2023-06-01', 1, '2023-06-01'),
('41', '326932', '10', 9.603496841120762, 1, '2023-06-01', 1, '2023-06-01'),
('42', '326932', '10', 15.808313009463365, 1, '2023-06-01', 1, '2023-06-01'),
('43', '326932', '10', 17.89926032828804, 1, '2023-06-01', 1, '2023-06-01'),
('44', '326932', '10', 9.984084041424913, 1, '2023-06-01', 1, '2023-06-01'),
('45', '326932', '10', 10.118674236430437, 1, '2023-06-01', 1, '2023-06-01'),
('46', '326932', '10', 11.302519935733923, 1, '2023-06-01', 1, '2023-06-01'),
('47', '326932', '10', 15.861934054135409, 1, '2023-06-01', 1, '2023-06-01'),
('48', '326932', '10', 10.170222341605886, 1, '2023-06-01', 1, '2023-06-01'),
('49', '326932', '10', 7.7896824150624, 1, '2023-06-01', 1, '2023-06-01'),
('50', '326932', '10', 1.4376151400604242, 1, '2023-06-01', 1, '2023-06-01'),
('51', '326932', '10', 3.3204483672141416, 1, '2023-06-01', 1, '2023-06-01'),
('52', '326932', '10', 5.20757139133438, 1, '2023-06-01', 1, '2023-06-01'),
('53', '326932', '10', 3.5323827331672297, 1, '2023-06-01', 1, '2023-06-01'),
('54', '326932', '10', 14.629773930083264, 1, '2023-06-01', 1, '2023-06-01'),
('55', '326932', '10', 4.64627008206413, 1, '2023-06-01', 1, '2023-06-01'),
('56', '326932', '10', 18.055708158173157, 1, '2023-06-01', 1, '2023-06-01'),
('57', '326932', '10', 2.0841495775608454, 1, '2023-06-01', 1, '2023-06-01'),
('58', '326932', '10', 4.404141746923171, 1, '2023-06-01', 1, '2023-06-01'),
('59', '326932', '10', 9.656974818339672, 1, '2023-06-01', 1, '2023-06-01'),
('60', '326932', '10', 14.481432379281074, 1, '2023-06-01', 1, '2023-06-01'),
('61', '326932', '10', 11.633628334890764, 1, '2023-06-01', 1, '2023-06-01'),
('62', '326932', '10', 11.943303301025537, 1, '2023-06-01', 1, '2023-06-01'),
('63', '326932', '10', 19.997102060038994, 1, '2023-06-01', 1, '2023-06-01'),
('64', '326932', '10', 14.18014677407937, 1, '2023-06-01', 1, '2023-06-01'),
('65', '326932', '10', 17.538660692285454, 1, '2023-06-01', 1, '2023-06-01'),
('66', '326932', '10', 9.138176006337407, 1, '2023-06-01', 1, '2023-06-01'),
('67', '326932', '10', 17.3310195695374, 1, '2023-06-01', 1, '2023-06-01'),
('68', '326932', '10', 7.809400864165763, 1, '2023-06-01', 1, '2023-06-01'),
('69', '326932', '10', 16.82854329615564, 1, '2023-06-01', 1, '2023-06-01'),
('70', '326932', '10', 0.3448656650486037, 1, '2023-06-01', 1, '2023-06-01'),
('71', '326932', '10', 9.016627070280789, 1, '2023-06-01', 1, '2023-06-01'),
('72', '326932', '10', 8.742559452517469, 1, '2023-06-01', 1, '2023-06-01'),
('73', '326932', '10', 3.172349739867677, 1, '2023-06-01', 1, '2023-06-01'),
('74', '326932', '10', 7.1161014120985655, 1, '2023-06-01', 1, '2023-06-01'),
('75', '326932', '10', 12.721058891257835, 1, '2023-06-01', 1, '2023-06-01'),
('76', '326932', '10', 16.592402833255736, 1, '2023-06-01', 1, '2023-06-01'),
('77', '326932', '10', 11.200525142603542, 1, '2023-06-01', 1, '2023-06-01'),
('78', '326932', '10', 12.563149065949888, 1, '2023-06-01', 1, '2023-06-01'),
('79', '326932', '10', 0.883555027696521, 1, '2023-06-01', 1, '2023-06-01'),
('80', '326932', '10', 0.47144951900292886, 1, '2023-06-01', 1, '2023-06-01'),
('81', '326932', '10', 3.9655345823823196, 1, '2023-06-01', 1, '2023-06-01'),
('82', '326932', '10', 3.8373287921869648, 1, '2023-06-01', 1, '2023-06-01'),
('83', '326932', '10', 1.659862650511723, 1, '2023-06-01', 1, '2023-06-01'),
('84', '326932', '10', 1.678323704273299, 1, '2023-06-01', 1, '2023-06-01'),
('85', '326932', '10', 1.7499216309967225, 1, '2023-06-01', 1, '2023-06-01'),
('86', '326932', '10', 15.579284283546746, 1, '2023-06-01', 1, '2023-06-01'),
('87', '326932', '10', 13.145275703448531, 1, '2023-06-01', 1, '2023-06-01'),
('88', '326932', '10', 13.480948940384076, 1, '2023-06-01', 1, '2023-06-01'),
('89', '326932', '10', 14.227560356243295, 1, '2023-06-01', 1, '2023-06-01'),
('90', '326932', '10', 19.942323358865405, 1, '2023-06-01', 1, '2023-06-01'),
('91', '326932', '10', 2.2817473111970354, 1, '2023-06-01', 1, '2023-06-01'),
('92', '326932', '10', 1.7823971717595, 1, '2023-06-01', 1, '2023-06-01'),
('93', '326932', '10', 16.472367804566648, 1, '2023-06-01', 1, '2023-06-01'),
('94', '326932', '10', 3.7759303773518904, 1, '2023-06-01', 1, '2023-06-01'),
('95', '326932', '10', 12.670747783102648, 1, '2023-06-01', 1, '2023-06-01'),
('96', '326932', '10', 6.316490023345289, 1, '2023-06-01', 1, '2023-06-01'),
('97', '326932', '10', 12.528283002104638, 1, '2023-06-01', 1, '2023-06-01'),
('98', '326932', '10', 18.660248320858656, 1, '2023-06-01', 1, '2023-06-01'),
('2', '326327', '10', 11.972384834211526, 1, '2023-06-01', 1, '2023-06-01'),
('3', '326327', '10', 17.429641004249575, 1, '2023-06-01', 1, '2023-06-01'),
('4', '326327', '10', 6.426557380513607, 1, '2023-06-01', 1, '2023-06-01'),
('5', '326327', '10', 14.11913873302842, 1, '2023-06-01', 1, '2023-06-01'),
('6', '326327', '10', 6.792747240957297, 1, '2023-06-01', 1, '2023-06-01'),
('7', '326327', '10', 11.091516929176994, 1, '2023-06-01', 1, '2023-06-01'),
('8', '326327', '10', 16.013704433842527, 1, '2023-06-01', 1, '2023-06-01'),
('9', '326327', '10', 0.34181458396151054, 1, '2023-06-01', 1, '2023-06-01'),
('10', '326327', '10', 18.610134855234392, 1, '2023-06-01', 1, '2023-06-01'),
('11', '326327', '10', 10.150905455683398, 1, '2023-06-01', 1, '2023-06-01'),
('12', '326327', '10', 7.0774467264559116, 1, '2023-06-01', 1, '2023-06-01'),
('13', '326327', '10', 8.531914552281584, 1, '2023-06-01', 1, '2023-06-01'),
('14', '326327', '10', 18.232551436952345, 1, '2023-06-01', 1, '2023-06-01'),
('15', '326327', '10', 0.24707283556582915, 1, '2023-06-01', 1, '2023-06-01'),
('16', '326327', '10', 10.068459166783798, 1, '2023-06-01', 1, '2023-06-01'),
('17', '326327', '10', 14.363230106337879, 1, '2023-06-01', 1, '2023-06-01'),
('18', '326327', '10', 7.978222288106542, 1, '2023-06-01', 1, '2023-06-01'),
('19', '326327', '10', 17.971757932173514, 1, '2023-06-01', 1, '2023-06-01'),
('20', '326327', '10', 14.239691385675508, 1, '2023-06-01', 1, '2023-06-01'),
('21', '326327', '10', 19.029271920075885, 1, '2023-06-01', 1, '2023-06-01'),
('22', '326327', '10', 11.646373938921556, 1, '2023-06-01', 1, '2023-06-01'),
('23', '326327', '10', 5.879914275418163, 1, '2023-06-01', 1, '2023-06-01'),
('24', '326327', '10', 8.40933988236416, 1, '2023-06-01', 1, '2023-06-01'),
('25', '326327', '10', 7.210065264742232, 1, '2023-06-01', 1, '2023-06-01'),
('26', '326327', '10', 15.827749176499708, 1, '2023-06-01', 1, '2023-06-01'),
('27', '326327', '10', 17.084558252339217, 1, '2023-06-01', 1, '2023-06-01'),
('28', '326327', '10', 0.5977152024441823, 1, '2023-06-01', 1, '2023-06-01'),
('29', '326327', '10', 12.059123443771725, 1, '2023-06-01', 1, '2023-06-01'),
('30', '326327', '10', 9.552733872390606, 1, '2023-06-01', 1, '2023-06-01'),
('31', '326327', '10', 16.25884312784113, 1, '2023-06-01', 1, '2023-06-01'),
('32', '326327', '10', 15.089357999037588, 1, '2023-06-01', 1, '2023-06-01'),
('33', '326327', '10', 16.41237220020575, 1, '2023-06-01', 1, '2023-06-01'),
('34', '326327', '10', 3.6432622016668703, 1, '2023-06-01', 1, '2023-06-01'),
('35', '326327', '10', 13.853329210143706, 1, '2023-06-01', 1, '2023-06-01'),
('36', '326327', '10', 5.9960346687822375, 1, '2023-06-01', 1, '2023-06-01'),
('37', '326327', '10', 5.524793766939768, 1, '2023-06-01', 1, '2023-06-01'),
('38', '326327', '10', 18.245862640294725, 1, '2023-06-01', 1, '2023-06-01'),
('39', '326327', '10', 10.780539690406343, 1, '2023-06-01', 1, '2023-06-01'),
('40', '326327', '10', 12.445896284135106, 1, '2023-06-01', 1, '2023-06-01'),
('41', '326327', '10', 3.4728790654732866, 1, '2023-06-01', 1, '2023-06-01'),
('42', '326327', '10', 10.45312395687459, 1, '2023-06-01', 1, '2023-06-01'),
('43', '326327', '10', 12.378667157096379, 1, '2023-06-01', 1, '2023-06-01'),
('44', '326327', '10', 15.788003678963264, 1, '2023-06-01', 1, '2023-06-01'),
('45', '326327', '10', 18.765844562067887, 1, '2023-06-01', 1, '2023-06-01'),
('46', '326327', '10', 2.1749454249941635, 1, '2023-06-01', 1, '2023-06-01'),
('47', '326327', '10', 19.832755792158185, 1, '2023-06-01', 1, '2023-06-01'),
('48', '326327', '10', 11.692169981590869, 1, '2023-06-01', 1, '2023-06-01'),
('49', '326327', '10', 15.246758413522251, 1, '2023-06-01', 1, '2023-06-01'),
('50', '326327', '10', 0.46772935915070146, 1, '2023-06-01', 1, '2023-06-01'),
('51', '326327', '10', 2.649534783809362, 1, '2023-06-01', 1, '2023-06-01'),
('52', '326327', '10', 1.94481021796175, 1, '2023-06-01', 1, '2023-06-01'),
('53', '326327', '10', 9.196323043844108, 1, '2023-06-01', 1, '2023-06-01'),
('54', '326327', '10', 11.321470849676889, 1, '2023-06-01', 1, '2023-06-01'),
('55', '326327', '10', 11.366544010630324, 1, '2023-06-01', 1, '2023-06-01'),
('56', '326327', '10', 19.689023698127414, 1, '2023-06-01', 1, '2023-06-01'),
('57', '326327', '10', 10.557383566627331, 1, '2023-06-01', 1, '2023-06-01'),
('58', '326327', '10', 13.388393339705871, 1, '2023-06-01', 1, '2023-06-01'),
('59', '326327', '10', 1.8633102989078543, 1, '2023-06-01', 1, '2023-06-01'),
('60', '326327', '10', 19.662034467032917, 1, '2023-06-01', 1, '2023-06-01'),
('61', '326327', '10', 4.779800095031614, 1, '2023-06-01', 1, '2023-06-01'),
('62', '326327', '10', 14.102691340015161, 1, '2023-06-01', 1, '2023-06-01'),
('63', '326327', '10', 19.1611222860201, 1, '2023-06-01', 1, '2023-06-01'),
('64', '326327', '10', 7.144734829526764, 1, '2023-06-01', 1, '2023-06-01'),
('65', '326327', '10', 17.767212323814302, 1, '2023-06-01', 1, '2023-06-01'),
('66', '326327', '10', 4.298203304330464, 1, '2023-06-01', 1, '2023-06-01'),
('67', '326327', '10', 8.695383658701816, 1, '2023-06-01', 1, '2023-06-01'),
('68', '326327', '10', 5.524208990095261, 1, '2023-06-01', 1, '2023-06-01'),
('69', '326327', '10', 4.40472072225486, 1, '2023-06-01', 1, '2023-06-01'),
('70', '326327', '10', 3.4854787733101245, 1, '2023-06-01', 1, '2023-06-01'),
('71', '326327', '10', 16.864220126209403, 1, '2023-06-01', 1, '2023-06-01'),
('72', '326327', '10', 13.437283188989417, 1, '2023-06-01', 1, '2023-06-01'),
('73', '326327', '10', 0.33666138407863144, 1, '2023-06-01', 1, '2023-06-01'),
('74', '326327', '10', 6.229318565073423, 1, '2023-06-01', 1, '2023-06-01'),
('75', '326327', '10', 7.56413004540166, 1, '2023-06-01', 1, '2023-06-01'),
('76', '326327', '10', 14.748600354460255, 1, '2023-06-01', 1, '2023-06-01'),
('77', '326327', '10', 4.139483618106448, 1, '2023-06-01', 1, '2023-06-01'),
('78', '326327', '10', 2.0793059629262545, 1, '2023-06-01', 1, '2023-06-01'),
('79', '326327', '10', 12.976356190784458, 1, '2023-06-01', 1, '2023-06-01'),
('80', '326327', '10', 4.220844472074605, 1, '2023-06-01', 1, '2023-06-01'),
('81', '326327', '10', 11.361111761710557, 1, '2023-06-01', 1, '2023-06-01'),
('82', '326327', '10', 16.692331095108194, 1, '2023-06-01', 1, '2023-06-01'),
('83', '326327', '10', 3.7668505820313114, 1, '2023-06-01', 1, '2023-06-01'),
('84', '326327', '10', 11.129003653691829, 1, '2023-06-01', 1, '2023-06-01'),
('85', '326327', '10', 11.707264358233243, 1, '2023-06-01', 1, '2023-06-01'),
('86', '326327', '10', 1.5309697937395628, 1, '2023-06-01', 1, '2023-06-01'),
('87', '326327', '10', 7.31690852999237, 1, '2023-06-01', 1, '2023-06-01'),
('88', '326327', '10', 7.394986388275219, 1, '2023-06-01', 1, '2023-06-01'),
('89', '326327', '10', 5.779710284175996, 1, '2023-06-01', 1, '2023-06-01'),
('90', '326327', '10', 7.286596589725276, 1, '2023-06-01', 1, '2023-06-01'),
('91', '326327', '10', 10.493952698323996, 1, '2023-06-01', 1, '2023-06-01'),
('92', '326327', '10', 10.614279522060476, 1, '2023-06-01', 1, '2023-06-01'),
('93', '326327', '10', 18.705533978759284, 1, '2023-06-01', 1, '2023-06-01'),
('94', '326327', '10', 9.678022321886088, 1, '2023-06-01', 1, '2023-06-01'),
('95', '326327', '10', 16.20973509171133, 1, '2023-06-01', 1, '2023-06-01'),
('96', '326327', '10', 9.620981627799058, 1, '2023-06-01', 1, '2023-06-01'),
('97', '326327', '10', 2.1322901137440886, 1, '2023-06-01', 1, '2023-06-01'),
('98', '326327', '10', 3.6812236977436896, 1, '2023-06-01', 1, '2023-06-01'),
('2', '-1', '10', 2.2665972273959323, 1, '2023-06-01', 1, '2023-06-01'),
('3', '-1', '10', 11.019954952715562, 1, '2023-06-01', 1, '2023-06-01'),
('4', '-1', '10', 1.1389494192184668, 1, '2023-06-01', 1, '2023-06-01'),
('5', '-1', '10', 13.76055321434378, 1, '2023-06-01', 1, '2023-06-01'),
('6', '-1', '10', 4.133966244972189, 1, '2023-06-01', 1, '2023-06-01'),
('7', '-1', '10', 18.930488107826527, 1, '2023-06-01', 1, '2023-06-01'),
('8', '-1', '10', 14.566605394652338, 1, '2023-06-01', 1, '2023-06-01'),
('9', '-1', '10', 4.6313679565753985, 1, '2023-06-01', 1, '2023-06-01'),
('10', '-1', '10', 16.340797353804888, 1, '2023-06-01', 1, '2023-06-01'),
('11', '-1', '10', 5.388980198049794, 1, '2023-06-01', 1, '2023-06-01'),
('12', '-1', '10', 14.576799558458948, 1, '2023-06-01', 1, '2023-06-01'),
('13', '-1', '10', 3.0573613790473164, 1, '2023-06-01', 1, '2023-06-01'),
('14', '-1', '10', 6.955378124009597, 1, '2023-06-01', 1, '2023-06-01'),
('15', '-1', '10', 17.985329629470336, 1, '2023-06-01', 1, '2023-06-01'),
('16', '-1', '10', 4.382154080650826, 1, '2023-06-01', 1, '2023-06-01'),
('17', '-1', '10', 10.416020258722241, 1, '2023-06-01', 1, '2023-06-01'),
('18', '-1', '10', 11.964374030487813, 1, '2023-06-01', 1, '2023-06-01'),
('19', '-1', '10', 19.370320832914032, 1, '2023-06-01', 1, '2023-06-01'),
('20', '-1', '10', 4.765041541155794, 1, '2023-06-01', 1, '2023-06-01'),
('21', '-1', '10', 19.84364637342461, 1, '2023-06-01', 1, '2023-06-01'),
('22', '-1', '10', 1.1263480272319781, 1, '2023-06-01', 1, '2023-06-01'),
('23', '-1', '10', 13.359299617189347, 1, '2023-06-01', 1, '2023-06-01'),
('24', '-1', '10', 3.981405218689953, 1, '2023-06-01', 1, '2023-06-01'),
('25', '-1', '10', 19.11685830223443, 1, '2023-06-01', 1, '2023-06-01'),
('26', '-1', '10', 13.821540247754081, 1, '2023-06-01', 1, '2023-06-01'),
('27', '-1', '10', 19.399900046518383, 1, '2023-06-01', 1, '2023-06-01'),
('28', '-1', '10', 4.085720208133774, 1, '2023-06-01', 1, '2023-06-01'),
('29', '-1', '10', 7.31658179050632, 1, '2023-06-01', 1, '2023-06-01'),
('30', '-1', '10', 16.646454090834954, 1, '2023-06-01', 1, '2023-06-01'),
('31', '-1', '10', 8.126095297111085, 1, '2023-06-01', 1, '2023-06-01'),
('32', '-1', '10', 7.649686508956403, 1, '2023-06-01', 1, '2023-06-01'),
('33', '-1', '10', 1.551279650706543, 1, '2023-06-01', 1, '2023-06-01'),
('34', '-1', '10', 0.13802062953111705, 1, '2023-06-01', 1, '2023-06-01'),
('35', '-1', '10', 17.02176579381972, 1, '2023-06-01', 1, '2023-06-01'),
('36', '-1', '10', 17.536663478724456, 1, '2023-06-01', 1, '2023-06-01'),
('37', '-1', '10', 6.349793288304941, 1, '2023-06-01', 1, '2023-06-01'),
('38', '-1', '10', 5.649774154113906, 1, '2023-06-01', 1, '2023-06-01'),
('39', '-1', '10', 6.148763558539794, 1, '2023-06-01', 1, '2023-06-01'),
('40', '-1', '10', 4.156209053751994, 1, '2023-06-01', 1, '2023-06-01'),
('41', '-1', '10', 0.8719579393307453, 1, '2023-06-01', 1, '2023-06-01'),
('42', '-1', '10', 7.905805051307128, 1, '2023-06-01', 1, '2023-06-01'),
('43', '-1', '10', 17.447743351027707, 1, '2023-06-01', 1, '2023-06-01'),
('44', '-1', '10', 5.625550274190115, 1, '2023-06-01', 1, '2023-06-01'),
('45', '-1', '10', 18.876368054014897, 1, '2023-06-01', 1, '2023-06-01'),
('46', '-1', '10', 3.737696243451334, 1, '2023-06-01', 1, '2023-06-01'),
('47', '-1', '10', 17.396985860847877, 1, '2023-06-01', 1, '2023-06-01'),
('48', '-1', '10', 17.769325459536944, 1, '2023-06-01', 1, '2023-06-01'),
('49', '-1', '10', 12.796465077053607, 1, '2023-06-01', 1, '2023-06-01'),
('50', '-1', '10', 11.178601422222954, 1, '2023-06-01', 1, '2023-06-01'),
('51', '-1', '10', 11.130366766853516, 1, '2023-06-01', 1, '2023-06-01'),
('52', '-1', '10', 17.739493665294905, 1, '2023-06-01', 1, '2023-06-01'),
('53', '-1', '10', 18.681212990145003, 1, '2023-06-01', 1, '2023-06-01'),
('54', '-1', '10', 8.722261517217628, 1, '2023-06-01', 1, '2023-06-01'),
('55', '-1', '10', 0.04373462535428585, 1, '2023-06-01', 1, '2023-06-01'),
('56', '-1', '10', 3.878028707629806, 1, '2023-06-01', 1, '2023-06-01'),
('57', '-1', '10', 8.264295263585058, 1, '2023-06-01', 1, '2023-06-01'),
('58', '-1', '10', 8.944435915059962, 1, '2023-06-01', 1, '2023-06-01'),
('59', '-1', '10', 11.67568698484109, 1, '2023-06-01', 1, '2023-06-01'),
('60', '-1', '10', 11.543147328160968, 1, '2023-06-01', 1, '2023-06-01'),
('61', '-1', '10', 4.881096116664629, 1, '2023-06-01', 1, '2023-06-01'),
('62', '-1', '10', 9.082315282787736, 1, '2023-06-01', 1, '2023-06-01'),
('63', '-1', '10', 9.425880455637735, 1, '2023-06-01', 1, '2023-06-01'),
('64', '-1', '10', 1.2670171392047713, 1, '2023-06-01', 1, '2023-06-01'),
('65', '-1', '10', 11.45963677169917, 1, '2023-06-01', 1, '2023-06-01'),
('66', '-1', '10', 10.84110552557837, 1, '2023-06-01', 1, '2023-06-01'),
('67', '-1', '10', 17.093203751380255, 1, '2023-06-01', 1, '2023-06-01'),
('68', '-1', '10', 0.32967139991684213, 1, '2023-06-01', 1, '2023-06-01'),
('69', '-1', '10', 11.551202050441702, 1, '2023-06-01', 1, '2023-06-01'),
('70', '-1', '10', 8.333237723982014, 1, '2023-06-01', 1, '2023-06-01'),
('71', '-1', '10', 12.201685340875272, 1, '2023-06-01', 1, '2023-06-01'),
('72', '-1', '10', 16.023204147555504, 1, '2023-06-01', 1, '2023-06-01'),
('73', '-1', '10', 4.155450030354276, 1, '2023-06-01', 1, '2023-06-01'),
('74', '-1', '10', 12.726368014813715, 1, '2023-06-01', 1, '2023-06-01'),
('75', '-1', '10', 11.792208964318949, 1, '2023-06-01', 1, '2023-06-01'),
('76', '-1', '10', 7.493776177788655, 1, '2023-06-01', 1, '2023-06-01'),
('77', '-1', '10', 9.260284458636788, 1, '2023-06-01', 1, '2023-06-01'),
('78', '-1', '10', 19.731690519434505, 1, '2023-06-01', 1, '2023-06-01'),
('79', '-1', '10', 15.107492413085982, 1, '2023-06-01', 1, '2023-06-01'),
('80', '-1', '10', 10.718065504375618, 1, '2023-06-01', 1, '2023-06-01'),
('81', '-1', '10', 3.1108725502116874, 1, '2023-06-01', 1, '2023-06-01'),
('82', '-1', '10', 17.170407878606238, 1, '2023-06-01', 1, '2023-06-01'),
('83', '-1', '10', 4.9010274018929785, 1, '2023-06-01', 1, '2023-06-01'),
('84', '-1', '10', 8.66405503118215, 1, '2023-06-01', 1, '2023-06-01'),
('85', '-1', '10', 5.225134692266269, 1, '2023-06-01', 1, '2023-06-01'),
('86', '-1', '10', 8.969829449586788, 1, '2023-06-01', 1, '2023-06-01'),
('87', '-1', '10', 8.895868702913635, 1, '2023-06-01', 1, '2023-06-01'),
('88', '-1', '10', 0.8325067679965459, 1, '2023-06-01', 1, '2023-06-01'),
('89', '-1', '10', 16.248892257980682, 1, '2023-06-01', 1, '2023-06-01'),
('90', '-1', '10', 12.620947817563561, 1, '2023-06-01', 1, '2023-06-01'),
('91', '-1', '10', 1.4059139457560432, 1, '2023-06-01', 1, '2023-06-01'),
('92', '-1', '10', 16.92787531382454, 1, '2023-06-01', 1, '2023-06-01'),
('93', '-1', '10', 4.809142864093845, 1, '2023-06-01', 1, '2023-06-01'),
('94', '-1', '10', 13.792130856701663, 1, '2023-06-01', 1, '2023-06-01'),
('95', '-1', '10', 5.622663766393041, 1, '2023-06-01', 1, '2023-06-01'),
('96', '-1', '10', 0.6234147531825007, 1, '2023-06-01', 1, '2023-06-01'),
('97', '-1', '10', 9.574957226097231, 1, '2023-06-01', 1, '2023-06-01'),
('98', '-1', '10', 10.993059502547226, 1, '2023-06-01', 1, '2023-06-01'),
('2', '327193', '20', 0.8865476991831045, 1, '2023-06-01', 1, '2023-06-01'),
('3', '327193', '20', 3.8095835251747667, 1, '2023-06-01', 1, '2023-06-01'),
('4', '327193', '20', 12.564673348737891, 1, '2023-06-01', 1, '2023-06-01'),
('5', '327193', '20', 14.911885547395565, 1, '2023-06-01', 1, '2023-06-01'),
('6', '327193', '20', 0.27906105402016657, 1, '2023-06-01', 1, '2023-06-01'),
('7', '327193', '20', 3.699424046813362, 1, '2023-06-01', 1, '2023-06-01'),
('8', '327193', '20', 12.841421687746964, 1, '2023-06-01', 1, '2023-06-01'),
('9', '327193', '20', 4.86040882821783, 1, '2023-06-01', 1, '2023-06-01'),
('10', '327193', '20', 16.14082823699425, 1, '2023-06-01', 1, '2023-06-01'),
('11', '327193', '20', 17.310051579080934, 1, '2023-06-01', 1, '2023-06-01'),
('12', '327193', '20', 4.143286870286609, 1, '2023-06-01', 1, '2023-06-01'),
('13', '327193', '20', 2.1110286064198025, 1, '2023-06-01', 1, '2023-06-01'),
('14', '327193', '20', 5.69445187912393, 1, '2023-06-01', 1, '2023-06-01'),
('15', '327193', '20', 3.715968372130012, 1, '2023-06-01', 1, '2023-06-01'),
('16', '327193', '20', 6.898112771154732, 1, '2023-06-01', 1, '2023-06-01'),
('17', '327193', '20', 14.24520556624445, 1, '2023-06-01', 1, '2023-06-01'),
('18', '327193', '20', 16.21406734050213, 1, '2023-06-01', 1, '2023-06-01'),
('19', '327193', '20', 16.593940924092248, 1, '2023-06-01', 1, '2023-06-01'),
('20', '327193', '20', 1.69460579927742, 1, '2023-06-01', 1, '2023-06-01'),
('21', '327193', '20', 18.943449804183274, 1, '2023-06-01', 1, '2023-06-01'),
('22', '327193', '20', 8.663636746106613, 1, '2023-06-01', 1, '2023-06-01'),
('23', '327193', '20', 19.258571103231148, 1, '2023-06-01', 1, '2023-06-01'),
('24', '327193', '20', 1.5909109329498672, 1, '2023-06-01', 1, '2023-06-01'),
('25', '327193', '20', 8.726465679123582, 1, '2023-06-01', 1, '2023-06-01'),
('26', '327193', '20', 8.904356621557714, 1, '2023-06-01', 1, '2023-06-01'),
('27', '327193', '20', 1.8752786615808281, 1, '2023-06-01', 1, '2023-06-01'),
('28', '327193', '20', 17.20053733574347, 1, '2023-06-01', 1, '2023-06-01'),
('29', '327193', '20', 4.258315024752195, 1, '2023-06-01', 1, '2023-06-01'),
('30', '327193', '20', 14.567067346760847, 1, '2023-06-01', 1, '2023-06-01'),
('31', '327193', '20', 13.882411197271571, 1, '2023-06-01', 1, '2023-06-01'),
('32', '327193', '20', 15.809527819651748, 1, '2023-06-01', 1, '2023-06-01'),
('33', '327193', '20', 12.799526579465379, 1, '2023-06-01', 1, '2023-06-01'),
('34', '327193', '20', 10.651295315937755, 1, '2023-06-01', 1, '2023-06-01'),
('35', '327193', '20', 16.48789263162419, 1, '2023-06-01', 1, '2023-06-01'),
('36', '327193', '20', 9.556618442887547, 1, '2023-06-01', 1, '2023-06-01'),
('37', '327193', '20', 4.619544204890687, 1, '2023-06-01', 1, '2023-06-01'),
('38', '327193', '20', 19.641623572363088, 1, '2023-06-01', 1, '2023-06-01'),
('39', '327193', '20', 7.7754555130023295, 1, '2023-06-01', 1, '2023-06-01'),
('40', '327193', '20', 0.7037638070662111, 1, '2023-06-01', 1, '2023-06-01'),
('41', '327193', '20', 13.132201792105722, 1, '2023-06-01', 1, '2023-06-01'),
('42', '327193', '20', 15.360197588440398, 1, '2023-06-01', 1, '2023-06-01'),
('43', '327193', '20', 10.083698832426467, 1, '2023-06-01', 1, '2023-06-01'),
('44', '327193', '20', 18.06885523927328, 1, '2023-06-01', 1, '2023-06-01'),
('45', '327193', '20', 11.70644652828539, 1, '2023-06-01', 1, '2023-06-01'),
('46', '327193', '20', 9.493266136377159, 1, '2023-06-01', 1, '2023-06-01'),
('47', '327193', '20', 5.807721133835313, 1, '2023-06-01', 1, '2023-06-01'),
('48', '327193', '20', 18.14223785004383, 1, '2023-06-01', 1, '2023-06-01'),
('49', '327193', '20', 7.834979342211068, 1, '2023-06-01', 1, '2023-06-01'),
('50', '327193', '20', 3.5118739336476468, 1, '2023-06-01', 1, '2023-06-01'),
('51', '327193', '20', 8.672029723016113, 1, '2023-06-01', 1, '2023-06-01'),
('52', '327193', '20', 4.4737340066619975, 1, '2023-06-01', 1, '2023-06-01'),
('53', '327193', '20', 4.383726303097964, 1, '2023-06-01', 1, '2023-06-01'),
('54', '327193', '20', 11.975887725253795, 1, '2023-06-01', 1, '2023-06-01'),
('55', '327193', '20', 17.12719331756827, 1, '2023-06-01', 1, '2023-06-01'),
('56', '327193', '20', 1.8707665939158047, 1, '2023-06-01', 1, '2023-06-01'),
('57', '327193', '20', 1.710128131732247, 1, '2023-06-01', 1, '2023-06-01'),
('58', '327193', '20', 5.436417752994968, 1, '2023-06-01', 1, '2023-06-01'),
('59', '327193', '20', 0.6112251347789277, 1, '2023-06-01', 1, '2023-06-01'),
('60', '327193', '20', 18.837881233753652, 1, '2023-06-01', 1, '2023-06-01'),
('61', '327193', '20', 14.36849781805854, 1, '2023-06-01', 1, '2023-06-01'),
