INSERT INTO `lucky_cooperation`.`t_actuality_cup_goods` (`year`, `goods_id`, `type`, `january_num`, `february_num`, `march_num`, `april_num`, `may_num`, `june_num`, `july_num`, `august_num`, `september_num`, `october_num`, `november_num`, `december_num`, `total_num`, `create_user`, `create_time`, `update_user`, `update_time`, `wh_dept_id`) VALUES 
('2024', 86969, 20, 9060429.5459837030, 7255526.6821787675, 9201138.4229520195, 10462622.9844481734, 8663285.4605673908, 8721100.4277787409, 8734364.0760141464, 8499116.2883753969, 9815526.4398912707, 9912289.6572886603, 8844811.2727001248, 9909396.4179596269, 109079607.6761380211, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 83207, 10, 0.35267931567907307, 0.9462302787988678, 0.307061941230784, 0.6302089064655786, 0.08653901834504973, 0.31633003800228443, 0.4513076728736658, 0.5344303812299828, 0.04440882335722918, 0.6590685454809124, 0.8163904976963654, 0.4757576802796726, 5.620413099439465, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 83207, 20, 9214790.6063883321, 7556369.3107571870, 9721726.2688429160, 9403738.8482245202, 9859875.0240150943, 8292828.8887925685, 9278461.7625938524, 8585783.0376041821, 9153189.5490387996, 9834957.9938623653, 9297621.3576375669, 8726376.6617366226, 108925719.3094940070, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 83622, 10, 0.8583239767426665, 0.35045494939414623, 0.5390143989770327, 0.31237869879501046, 0.5482015744903967, 0.656110223228896, 0.6055362206769929, 0.6205544955898411, 0.03663544574405431, 0.09218505812858302, 0.3264909824900516, 0.06098455405712644, 5.0068705783148, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 83622, 20, 9840716.4748927071, 9343692.2825364899, 8674958.9775427952, 8960588.0647568260, 8615560.0946511913, 7941243.2610081528, 9092971.3075925058, 10123793.6675963955, 9554304.3570982875, 10313817.9134563280, 9481499.1767145541, 9061018.5747246157, 111004164.1525708489, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 83623, 10, 0.03572067078010999, 0.6403990387136302, 0.35226401394081286, 0.7639596114615244, 0.7571392170055402, 0.7742716121652098, 0.9797707664903818, 0.18991751645145327, 0.1778305215273992, 0.47750322439694404, 0.6586376151414348, 0.057006579585306305, 5.864420387659748, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 83623, 20, 8969228.4213611032, 8515452.9066704588, 9486252.1851891761, 9247341.8994384183, 9158935.7202948622, 9143893.8593899577, 9335823.5526059592, 8508356.2918832434, 8985019.8272011903, 9458835.0305101605, 8147520.1752634780, 9258090.6944498269, 108214750.5642578346, 1, '2023-06-01', 1, '2023-06-01', 326932),
('2024', 42, 10, 0.006598599101207858, 0.9475695133666119, 0.14747636444179868, 0.5145011894013091, 0.6734414415542558, 0.4290466470805573, 0.24048793999566587, 0.10723726940148581, 0.4271470106435782, 0.507675586902311, 0.4326037873944608, 0.8732617889923544, 5.307047138275596, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 42, 20, 10267370.1822466515, 9425960.7467179949, 8915096.1352204731, 8542236.6020152647, 9228926.5698203980, 9262316.6327016336, 8743687.4037595032, 10064043.8962315883, 8580469.8033219695, 10023938.2167878177, 7196954.5216208416, 8667202.2289562195, 108918202.9394003556, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 42, 40, 0.0407284334266631, 0.2919455158720077, 0.08515291492770038, 0.08481981089373236, 0.7798169420742866, 0.4913275955658215, 0.44862076520255845, 0.0794020806469583, 0.5845911176446266, 0.973737891324238, 0.5879984624726199, 0.8460968391002378, 5.294238369151451, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 48214, 10, 0.9637075101095005, 0.8746909910104169, 0.17264989857811952, 0.5855491095877906, 0.8117772371823482, 0.8785792250752316, 0.6095410427618001, 0.46435972402983017, 0.7797613244877453, 0.913135344442439, 0.6789744170164022, 0.300867917804867, 8.033593742086492, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 48214, 20, 8543828.0192485255, 8678392.7879890001, 8647841.1708316327, 9560131.0331667719, 8238521.7535294457, 8847773.3516525791, 9239428.4228738529, 9490095.5342529226, 9566700.3939000566, 9745472.8228408887, 9050465.6682737163, 9272136.4086366216, 108880787.3671960137, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 48214, 40, 0.2948621176451761, 0.4048254617171727, 0.4342666683244455, 0.9120079398006973, 0.433228384721117, 0.4737853725265616, 0.17587034335350427, 0.004413122013125603, 0.15466601190789886, 0.5663390943176608, 0.5673714992963013, 0.679855261080333, 5.101491276703993, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 82796, 10, 0.3516263285192017, 0.22382744735130566, 0.439059560999116, 0.41669666699649743, 0.492850135363058, 0.02108954325190715, 0.4027138775905207, 0.14030476684121296, 0.6055973852741227, 0.7198073858388764, 0.4291550337270432, 0.055959032166226774, 4.298687163919088, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 82796, 20, 9818801.1988280986, 8938346.3254155629, 8085145.3994628273, 9333497.0533334510, 9643101.2067075231, 9102874.4998146267, 10336791.8907012873, 8507624.7642658511, 9229421.2396313841, 9258067.8596985139, 8357434.3521873074, 10090371.1041254225, 110701476.8941718559, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 82796, 30, 0.9947790675032436, 0.9658679688931493, 0.6632680269258164, 0.10673404560002364, 0.13949065605592903, 0.9021062206559475, 0.3560240342318727, 0.08339062699550892, 0.6074635096404214, 0.5449208122104559, 0.2399423324903165, 0.579010718260714, 6.182998019463398, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 82796, 40, 0.8295957466051698, 0.20176642236946163, 0.3235169451152343, 0.8971993341931951, 0.7238405388696788, 0.13454019913134752, 0.9476162701130135, 0.470621509723535, 0.34370393693268075, 0.3570802592883826, 0.5022127469168375, 0.07599945257807839, 5.807693361836614, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 44, 10, 0.895654268173871, 0.5112061787368792, 0.1279836068180159, 0.894688574154034, 0.8116837289432485, 0.45052429151592066, 0.4941502913792578, 0.4685305727306599, 0.5717276165329187, 0.29677623829097255, 0.42560990394838183, 0.16680741920637154, 6.115342690430531, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 44, 20, 10413780.5540700118, 9338815.3801597758, 9541917.1102206046, 9273976.4656638927, 8633243.7216063453, 8413092.6537401567, 9627198.6703139175, 8640936.7873051602, 9509584.7857327953, 8907230.4520265991, 9088964.1423272104, 8703743.4943717525, 110092484.2175382219, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83070, 10, 0.9054399019151025, 0.5655092753354917, 0.016893143611863337, 0.5908214938070458, 0.9806578229499607, 0.9132579092518848, 0.557579545894372, 0.763827072632486, 0.24627626756626242, 0.17252022915025522, 0.5747316017090385, 0.8336887775950248, 7.121203041418788, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83070, 20, 9263416.3978193345, 8004102.8947676668, 9246929.2270533184, 9009670.0142886463, 8875000.4530700830, 9623613.4961944505, 9705534.8730296954, 7812428.9906708777, 8666891.4312601448, 9935856.0564187220, 7789713.7631359913, 9039330.2608549886, 106972487.8585639193, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 86969, 10, 0.8000733063768556, 0.021399837356640194, 0.29115161642955745, 0.8184503071018228, 0.03049662749529658, 0.9778752305340752, 0.8617815174011533, 0.8885672222424049, 0.9391009829497388, 0.17731009304881595, 0.60342870623901, 0.8001362798166977, 7.209771726992068, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 86969, 20, 9411117.4015403620, 8695592.9404472049, 10256293.4434554175, 8245275.0378585827, 9266687.3099229087, 9626388.7265274761, 10374924.2069881021, 9570191.8391587075, 9500078.1855539538, 9404954.4760871339, 8424654.9202574347, 9432571.1671683208, 112208729.6549656047, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83207, 10, 0.7499644367205486, 0.47219560048514464, 0.017635182847421715, 0.3346956098652324, 0.6058842710667462, 0.5014409431467584, 0.626811218156825, 0.6724569519203657, 0.7316034908247445, 0.8437245876807803, 0.19873825233306208, 0.4593070468258066, 6.214457591873437, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83207, 20, 8620522.8205739526, 8813437.2798755058, 9277769.6277973638, 9290996.7503485445, 8668528.9246390192, 8355810.6671593433, 10139223.4099088186, 9890070.4682218911, 8381188.8534797824, 10289238.6342340435, 8549457.0238952876, 9244873.8121520183, 109521118.2722855707, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83622, 10, 0.7095954796755816, 0.15296682304115683, 0.05819934203757726, 0.662829830113422, 0.14126162991169, 0.9747150651149733, 0.22366319782065225, 0.2954058207692818, 0.2932618427586732, 0.5910068549602622, 0.6043890242485731, 0.4891094325460468, 5.196404342997891, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83622, 20, 10486102.5747820832, 8878165.1494493906, 8671585.5611272952, 8985663.9842031799, 8935306.8717614883, 9778216.9810070164, 9835514.0025513045, 9386175.1493749581, 8535228.3654404360, 9086559.4803470547, 8821858.2945093444, 8799198.0472702744, 110199574.4618238257, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83623, 10, 0.8275462391921188, 0.43000664735148364, 0.7600070782236693, 0.3631321246493099, 0.916484742139094, 0.5139902326164406, 0.49627094070614464, 0.7221831186646085, 0.5676920984359675, 0.9363913149898371, 0.8176858081366318, 0.3370859912687414, 7.688476336374048, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 83623, 20, 9587081.8811494762, 8660860.9031345678, 9616219.0438728574, 10341132.9088158053, 9519807.9937113604, 9781000.3603803384, 8187820.5599787024, 9404849.7832177521, 9952266.9849950484, 9361701.0757195309, 9095031.9703523767, 8813704.0222391902, 112321477.4875670062, 1, '2023-06-01', 1, '2023-06-01', 326327),
('2024', 42, 10, 0.8203925058979629, 0.4651271153748201, 0.4931145733409097, 0.9928745897823166, 0.3685771948511858, 0.6096329662468652, 0.6759564359995649, 0.8152250141884343, 0.737507580039808, 0.7528673426898872, 0.42257693662578955, 0.21804869893336354, 7.371900953970908, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 42, 20, 48261837.2599244559, 42765416.4116241002, 45635752.4380306194, 46304548.0491070111, 46363141.8065569115, 46381453.4613980414, 47671553.0688777700, 46279546.4535771603, 43604722.1128398173, 48367860.3565552038, 42387160.7502743278, 45091786.5779357859, 549114778.7467012046, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 42, 40, 0.8513638006361507, 0.004289462695548196, 0.5582641979801305, 0.35969904098662353, 0.7787850811598851, 0.5783748784494294, 0.0013606242673690483, 0.0446850629635942, 0.4287254463006478, 0.8619261560490492, 0.9536303874736178, 0.882075258943584, 6.303179397905629, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 48214, 10, 0.06776587882865748, 0.19487682112946147, 0.5517370070275045, 0.30801730825385676, 0.7850830462552663, 0.5418685480000384, 0.38324496158372223, 0.9345821840254318, 0.4537628930213463, 0.8430926019832303, 0.41052177372777976, 0.6368900055681589, 6.1114430294044535, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 48214, 20, 45450125.4688520545, 46150050.3375171799, 45228357.6652510541, 45907544.6211684993, 47481264.6421612588, 44512899.9734323755, 47004204.3356290753, 46176786.6897551652, 46702349.0660922440, 45883497.1002187853, 46108588.3385501061, 47458301.5548357133, 554063969.7934635113, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 48214, 40, 0.600595054745576, 0.16398902312481745, 0.30596943378240116, 0.3699320895073337, 0.23163000028604952, 0.4889578177179953, 0.27815342600633475, 0.5789539271140742, 0.8897278291008752, 0.04628990739497674, 0.39798138860067855, 0.995816314690496, 5.347996212071609, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 82796, 10, 0.8605822242096793, 0.12562787881931636, 0.3539511092014014, 0.8197633687459992, 0.6703799041200208, 0.5963490916287832, 0.2729762907502947, 0.8773301122821364, 0.7399868891157989, 0.07944766083188459, 0.1630289024968541, 0.595034398648129, 6.154457830850297, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 82796, 20, 47071366.4192200370, 43513376.0093944881, 46087417.0326440350, 44740421.4448216115, 47357200.1659263052, 43985720.2168764391, 48829309.8810784710, 44984655.3817233608, 45805492.3379531128, 46304538.9127483971, 44943198.0185415592, 46440779.1757799548, 550063474.9967077716, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 82796, 30, 0.3195333638705169, 0.34667119720528483, 0.6206625604365283, 0.5093589397544004, 0.6040147389343308, 0.34492471796164725, 0.06776788767439046, 0.26277995494526796, 0.4736953332079581, 0.20504101000634178, 0.7252281367528199, 0.07372122038726092, 4.553399061136748, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 82796, 40, 0.13422447886884703, 0.5403636410564155, 0.8735118410553753, 0.6132148620686357, 0.3854053557342497, 0.384225315234737, 0.2538128974215199, 0.46141557473726036, 0.08554733892528477, 0.2935430090711879, 0.4938640656754333, 0.0073877102704620334, 4.52651609011941, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 44, 10, 0.8569954816363703, 0.025128114635410426, 0.12853264916399432, 0.27435165608298784, 0.6692649660153862, 0.98889603341281, 0.28989011659854835, 0.5853358161742953, 0.17112889237609796, 0.576849345102006, 0.913380110498278, 0.40621530896264724, 5.885968490658832, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 44, 20, 46202540.2025677158, 44407175.8293484044, 44123626.5250429155, 45937602.6265280185, 45378464.5608477892, 45695807.5227513535, 47203510.3665250779, 47513853.6849525689, 46068921.0817985348, 47763739.3832186255, 43686550.7319853369, 46458945.3723964001, 550440737.8879627410, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83070, 10, 0.9811801418348729, 0.5862759808996993, 0.06119469328418958, 0.8670647488462828, 0.4083386860914804, 0.33476312475261194, 0.1379031810353608, 0.5811480046253464, 0.46669520196292813, 0.239915809588493, 0.4662936958649373, 0.37971889053058405, 5.5104921593167875, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83070, 20, 45831831.7636480432, 44731353.8564957673, 47207502.6033423457, 44358057.4607807338, 46884190.6795178031, 45020196.4495219173, 46138803.2737957252, 44518087.4407411024, 43074446.1718582536, 46972863.4059209608, 45280206.0796503911, 46064372.6549121641, 546081911.8401852076, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 86969, 10, 0.0701680453714435, 0.1365911700243887, 0.4551273658193483, 0.09270555135508418, 0.6628145719225521, 0.1835974279538669, 0.2605972310484592, 0.6211353697271795, 0.46982851002117265, 0.5091856881034459, 0.7297078309642897, 0.24147521767921776, 4.432933979990448, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 86969, 20, 45086088.5413480441, 42274855.1711403637, 46444789.6283380754, 45385490.9360361824, 45330885.8401597115, 44624447.8416946826, 45887586.1472915915, 46371742.7474275372, 47195953.6599891292, 46966443.4893698198, 44711366.2098058298, 45574497.4386222112, 545854147.6512231784, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83207, 10, 0.9850084987406172, 0.38587482265483486, 0.9566436265155637, 0.10192293262645136, 0.27369955648451416, 0.025958060554517992, 0.6270744202865118, 0.45506954066984495, 0.1525107686672833, 0.7499305858850306, 0.8127282117319083, 0.1103937150793709, 5.636814739896448, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83207, 20, 45125216.3086582647, 41078031.5363483124, 46359022.2720815068, 46005732.9577505060, 46074101.2138628788, 42321027.3284508119, 49883888.5104223516, 46420159.4306926341, 44942601.2384174544, 46494362.2968960245, 44571939.5136584512, 46382245.1832618323, 545658327.7905010287, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83622, 10, 0.5108443816983514, 0.3860083654771348, 0.8261963945587354, 0.8410215652077078, 0.7586007928334313, 0.088537187660376, 0.10719802021421032, 0.22245506314461105, 0.9459135639852847, 0.8287861483503598, 0.9016930170003753, 0.6212570898243663, 7.038511589954944, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83622, 20, 48056140.6768897112, 43793195.4219567623, 44044892.7143983008, 45160261.6365898495, 45720172.7088807851, 43086055.3971152914, 46723878.0332863425, 47970532.5049004644, 45353984.4511235260, 47987036.1173467935, 46670585.1293472565, 44473407.0879798000, 549040141.8798148832, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83623, 10, 0.2668439247709763, 0.5564508403106778, 0.17159886002887093, 0.21086700813167747, 0.9366134439927837, 0.08705403097562625, 0.911836838107608, 0.3095039538322626, 0.35123892926103506, 0.6277393740455552, 0.3042563993008959, 0.6123077434090042, 5.346311346166973, 1, '2023-06-01', 1, '2023-06-01', -1),
('2024', 83623, 20, 46344776.7065468609, 44785025.1222501403, 46852427.3936549466, 46574859.7070670018, 45614411.0933782390, 47090522.4177983903, 45851608.9708773090, 46629465.5562588084, 44729924.9954949311, 48980364.1700793230, 44746193.9451853243, 46460020.7960564506, 554659600.8746477253, 1, '2023-06-01', 1, '2023-06-01', -1),
