INSERT INTO `lucky_cooperation`.`t_alg_purchase_normal_goods_demand` (`predict_dt`, `wh_dept_id`, `goods_id`, `demand`, `create_time`) VALUES 
('2022-01-12', 245971, 82796, 108.6706438325351, '2023-06-01'),
('2022-01-12', 245871, 82796, 847.8221072365408, '2023-06-01'),
('2022-01-12', 326932, 82796, 915.281532439141, '2023-06-01'),
('2022-01-12', 326327, 82796, 219.95622062496346, '2023-06-01'),
('2022-01-12', -1, 82796, 2154.040015006694, '2023-06-01'),
('2022-01-13', 327193, 82796, 185.3140518580748, '2023-06-01'),
('2022-01-13', 245971, 82796, 469.75293915692174, '2023-06-01'),
('2022-01-13', 245871, 82796, 468.533521602687, '2023-06-01'),
('2022-01-13', 326932, 82796, 43.055394161710446, '2023-06-01'),
('2022-01-13', 326327, 82796, 412.50715310382844, '2023-06-01'),
('2022-01-13', -1, 82796, 1579.1630598832223, '2023-06-01'),
('2022-01-14', 327193, 82796, 586.5258908789276, '2023-06-01'),
('2022-01-14', 245971, 82796, 999.4408812718752, '2023-06-01'),
('2022-01-14', 245871, 82796, 185.70120944915035, '2023-06-01'),
('2022-01-14', 326932, 82796, 614.3013285588406, '2023-06-01'),
('2022-01-14', 326327, 82796, 771.4398602448517, '2023-06-01'),
('2022-01-14', -1, 82796, 3157.4091704036455, '2023-06-01'),
('2022-01-15', 327193, 82796, 649.77404908085, '2023-06-01'),
('2022-01-15', 245971, 82796, 755.7781436950497, '2023-06-01'),
('2022-01-15', 245871, 82796, 21.190288565163694, '2023-06-01'),
('2022-01-15', 326932, 82796, 221.11390367373374, '2023-06-01'),
('2022-01-15', 326327, 82796, 32.073454017828574, '2023-06-01'),
('2022-01-15', -1, 82796, 1679.9298390326258, '2023-06-01'),
('2022-01-16', 327193, 82796, 841.1375715031808, '2023-06-01'),
('2022-01-16', 245971, 82796, 91.60619040451256, '2023-06-01'),
('2022-01-16', 245871, 82796, 13.960852248328436, '2023-06-01'),
('2022-01-16', 326932, 82796, 286.4362617736407, '2023-06-01'),
('2022-01-16', 326327, 82796, 740.3039267480831, '2023-06-01'),
('2022-01-16', -1, 82796, 1973.4448026777454, '2023-06-01'),
('2022-01-17', 327193, 82796, 108.05536927879677, '2023-06-01'),
('2022-01-17', 245971, 82796, 491.87901763925504, '2023-06-01'),
('2022-01-17', 245871, 82796, 708.3691503909413, '2023-06-01'),
('2022-01-17', 326932, 82796, 460.4761456304063, '2023-06-01'),
('2022-01-17', 326327, 82796, 714.2392485487442, '2023-06-01'),
('2022-01-17', -1, 82796, 2483.0189314881436, '2023-06-01'),
('2022-01-18', 327193, 82796, 304.9516229049141, '2023-06-01'),
('2022-01-18', 245971, 82796, 925.4107841074293, '2023-06-01'),
('2022-01-18', 245871, 82796, 71.41844862613699, '2023-06-01'),
('2022-01-18', 326932, 82796, 885.9176250911795, '2023-06-01'),
('2022-01-18', 326327, 82796, 316.27563426375673, '2023-06-01'),
('2022-01-18', -1, 82796, 2503.9741149934166, '2023-06-01'),
('2022-01-19', 327193, 82796, 875.9344262345855, '2023-06-01'),
('2022-01-19', 245971, 82796, 302.72452429637764, '2023-06-01'),
('2022-01-19', 245871, 82796, 990.2702168690092, '2023-06-01'),
('2022-01-19', 326932, 82796, 712.1341932160913, '2023-06-01'),
('2022-01-19', 326327, 82796, 762.3830111533484, '2023-06-01'),
('2022-01-19', -1, 82796, 3643.446371769412, '2023-06-01'),
('2022-01-20', 327193, 82796, 832.9318802119338, '2023-06-01'),
('2022-01-20', 245971, 82796, 778.7960238779884, '2023-06-01'),
('2022-01-20', 245871, 82796, 621.8187308383215, '2023-06-01'),
('2022-01-20', 326932, 82796, 977.2108607773441, '2023-06-01'),
('2022-01-20', 326327, 82796, 850.7318410710916, '2023-06-01'),
('2022-01-20', -1, 82796, 4061.489336776679, '2023-06-01'),
('2022-01-21', 327193, 82796, 966.7557041286365, '2023-06-01'),
('2022-01-21', 245971, 82796, 928.4659683396774, '2023-06-01'),
('2022-01-21', 245871, 82796, 249.45459091830546, '2023-06-01'),
('2022-01-21', 326932, 82796, 369.28611753765364, '2023-06-01'),
('2022-01-21', 326327, 82796, 691.5855632259396, '2023-06-01'),
('2022-01-21', -1, 82796, 3205.5479441502125, '2023-06-01'),
('2022-01-22', 327193, 82796, 10.541892001475595, '2023-06-01'),
('2022-01-22', 245971, 82796, 210.0083234890907, '2023-06-01'),
('2022-01-22', 245871, 82796, 9.701265207847865, '2023-06-01'),
('2022-01-22', 326932, 82796, 397.2637467341648, '2023-06-01'),
('2022-01-22', 326327, 82796, 251.52984482776364, '2023-06-01'),
('2022-01-22', -1, 82796, 879.0450722603426, '2023-06-01'),
('2022-01-23', 327193, 82796, 983.0560914812532, '2023-06-01'),
('2022-01-23', 245971, 82796, 392.2758598878914, '2023-06-01'),
('2022-01-23', 245871, 82796, 986.9763833604135, '2023-06-01'),
('2022-01-23', 326932, 82796, 701.0372704850048, '2023-06-01'),
('2022-01-23', 326327, 82796, 414.5145750575713, '2023-06-01'),
('2022-01-23', -1, 82796, 3477.860180272134, '2023-06-01'),
('2022-01-24', 327193, 82796, 753.0239130420814, '2023-06-01'),
('2022-01-24', 245971, 82796, 29.116972584398383, '2023-06-01'),
('2022-01-24', 245871, 82796, 375.43852387037504, '2023-06-01'),
('2022-01-24', 326932, 82796, 10.181060030163614, '2023-06-01'),
('2022-01-24', 326327, 82796, 788.0131652057634, '2023-06-01'),
('2022-01-24', -1, 82796, 1955.7736347327818, '2023-06-01'),
('2022-01-25', 327193, 82796, 170.31656234794522, '2023-06-01'),
('2022-01-25', 245971, 82796, 32.82262987551632, '2023-06-01'),
('2022-01-25', 245871, 82796, 37.64704809533059, '2023-06-01'),
('2022-01-25', 326932, 82796, 422.9716996630961, '2023-06-01'),
('2022-01-25', 326327, 82796, 538.6808021979627, '2023-06-01'),
('2022-01-25', -1, 82796, 1202.438742179851, '2023-06-01'),
('2022-01-26', 327193, 82796, 275.1416823164885, '2023-06-01'),
('2022-01-26', 245971, 82796, 360.4078657959834, '2023-06-01'),
('2022-01-26', 245871, 82796, 733.7911402342415, '2023-06-01'),
('2022-01-26', 326932, 82796, 39.45445325227104, '2023-06-01'),
('2022-01-26', 326327, 82796, 813.9970377493943, '2023-06-01'),
('2022-01-26', -1, 82796, 2222.792179348379, '2023-06-01'),
('2022-01-27', 327193, 82796, 943.6269075542563, '2023-06-01'),
('2022-01-27', 245971, 82796, 717.1579882252393, '2023-06-01'),
('2022-01-27', 245871, 82796, 150.75857350664134, '2023-06-01'),
('2022-01-27', 326932, 82796, 774.604622261801, '2023-06-01'),
('2022-01-27', 326327, 82796, 649.3973981963634, '2023-06-01'),
('2022-01-27', -1, 82796, 3235.5454897443014, '2023-06-01'),
('2022-01-28', 327193, 82796, 670.6283888593946, '2023-06-01'),
('2022-01-28', 245971, 82796, 826.0107374267577, '2023-06-01'),
('2022-01-28', 245871, 82796, 548.7741914816576, '2023-06-01'),
('2022-01-28', 326932, 82796, 772.2130320124384, '2023-06-01'),
('2022-01-28', 326327, 82796, 934.7652439133683, '2023-06-01'),
('2022-01-28', -1, 82796, 3752.3915936936164, '2023-06-01'),
('2022-01-29', 327193, 82796, 714.5994628251934, '2023-06-01'),
('2022-01-29', 245971, 82796, 920.83092645509, '2023-06-01'),
('2022-01-29', 245871, 82796, 429.2817299605366, '2023-06-01'),
('2022-01-29', 326932, 82796, 215.64534678006976, '2023-06-01'),
('2022-01-29', 326327, 82796, 707.7392005488165, '2023-06-01'),
('2022-01-29', -1, 82796, 2988.096666569706, '2023-06-01'),
('2022-01-30', 327193, 82796, 12.076406004270845, '2023-06-01'),
('2022-01-30', 245971, 82796, 20.41857934088831, '2023-06-01'),
('2022-01-30', 245871, 82796, 298.3352336513858, '2023-06-01'),
('2022-01-30', 326932, 82796, 781.2981248642337, '2023-06-01'),
('2022-01-30', 326327, 82796, 814.6822511168752, '2023-06-01'),
('2022-01-30', -1, 82796, 1926.8105949776539, '2023-06-01'),
('2022-01-31', 327193, 82796, 345.2912173405296, '2023-06-01'),
('2022-01-31', 245971, 82796, 505.60020502484883, '2023-06-01'),
('2022-01-31', 245871, 82796, 745.2727296535617, '2023-06-01'),
('2022-01-31', 326932, 82796, 670.2113681154489, '2023-06-01'),
('2022-01-31', 326327, 82796, 637.5181657705343, '2023-06-01'),
('2022-01-31', -1, 82796, 2903.893685904923, '2023-06-01'),
('2022-02-01', 327193, 82796, 526.2989310754047, '2023-06-01'),
('2022-02-01', 245971, 82796, 453.1199942890998, '2023-06-01'),
('2022-02-01', 245871, 82796, 725.0140917418383, '2023-06-01'),
('2022-02-01', 326932, 82796, 187.08307042562654, '2023-06-01'),
('2022-02-01', 326327, 82796, 951.7936917323456, '2023-06-01'),
('2022-02-01', -1, 82796, 2843.3097792643152, '2023-06-01'),
('2022-02-02', 327193, 82796, 210.6452894497144, '2023-06-01'),
('2022-02-02', 245971, 82796, 855.5529215525002, '2023-06-01'),
('2022-02-02', 245871, 82796, 74.9039843188254, '2023-06-01'),
('2022-02-02', 326932, 82796, 284.95288372228555, '2023-06-01'),
('2022-02-02', 326327, 82796, 756.9749131454087, '2023-06-01'),
('2022-02-02', -1, 82796, 2183.0299921887345, '2023-06-01'),
('2022-02-03', 327193, 82796, 161.02740408474892, '2023-06-01'),
('2022-02-03', 245971, 82796, 483.52210151744504, '2023-06-01'),
('2022-02-03', 245871, 82796, 667.0856291769226, '2023-06-01'),
('2022-02-03', 326932, 82796, 710.2389923886353, '2023-06-01'),
('2022-02-03', 326327, 82796, 95.6600986512205, '2023-06-01'),
('2022-02-03', -1, 82796, 2117.534225818972, '2023-06-01'),
('2022-02-04', 327193, 82796, 376.2386983221786, '2023-06-01'),
('2022-02-04', 245971, 82796, 396.92041811100364, '2023-06-01'),
('2022-02-04', 245871, 82796, 783.0871228975717, '2023-06-01'),
('2022-02-04', 326932, 82796, 307.58259563816557, '2023-06-01'),
('2022-02-04', 326327, 82796, 944.2096817065997, '2023-06-01'),
('2022-02-04', -1, 82796, 2808.0385166755195, '2023-06-01'),
('2022-02-05', 327193, 82796, 247.6380741658919, '2023-06-01'),
('2022-02-05', 245971, 82796, 620.4728859283173, '2023-06-01'),
('2022-02-05', 245871, 82796, 164.93289920308473, '2023-06-01'),
('2022-02-05', 326932, 82796, 24.642284930872947, '2023-06-01'),
('2022-02-05', 326327, 82796, 632.4347976191527, '2023-06-01'),
('2022-02-05', -1, 82796, 1690.1209418473195, '2023-06-01'),
('2022-02-06', 327193, 82796, 203.13592152405735, '2023-06-01'),
('2022-02-06', 245971, 82796, 73.8878653240591, '2023-06-01'),
('2022-02-06', 245871, 82796, 894.7410192225807, '2023-06-01'),
('2022-02-06', 326932, 82796, 599.5937027507259, '2023-06-01'),
('2022-02-06', 326327, 82796, 112.18488262288628, '2023-06-01'),
('2022-02-06', -1, 82796, 1883.5433914443095, '2023-06-01'),
('2022-02-07', 327193, 82796, 186.4878178999132, '2023-06-01'),
('2022-02-07', 245971, 82796, 631.6744947065758, '2023-06-01'),
('2022-02-07', 245871, 82796, 213.27727375373584, '2023-06-01'),
('2022-02-07', 326932, 82796, 501.1495780289574, '2023-06-01'),
('2022-02-07', 326327, 82796, 341.0652043608853, '2023-06-01'),
('2022-02-07', -1, 82796, 1873.6543687500675, '2023-06-01'),
('2022-02-08', 327193, 82796, 917.47988711762, '2023-06-01'),
('2022-02-08', 245971, 82796, 955.8221035503848, '2023-06-01'),
('2022-02-08', 245871, 82796, 597.6769868688268, '2023-06-01'),
('2022-02-08', 326932, 82796, 28.485270998109602, '2023-06-01'),
('2022-02-08', 326327, 82796, 296.9020392984503, '2023-06-01'),
('2022-02-08', -1, 82796, 2796.3662878333917, '2023-06-01'),
('2022-02-09', 327193, 82796, 321.20306085724184, '2023-06-01'),
('2022-02-09', 245971, 82796, 508.73362244999566, '2023-06-01'),
('2022-02-09', 245871, 82796, 492.1352647923397, '2023-06-01'),
('2022-02-09', 326932, 82796, 514.0807155937424, '2023-06-01'),
('2022-02-09', 326327, 82796, 443.368573519901, '2023-06-01'),
('2022-02-09', -1, 82796, 2279.5212372132205, '2023-06-01'),
('2022-02-10', 327193, 82796, 70.835305408117, '2023-06-01'),
('2022-02-10', 245971, 82796, 545.7784119866484, '2023-06-01'),
('2022-02-10', 245871, 82796, 289.38801705981166, '2023-06-01'),
('2022-02-10', 326932, 82796, 460.2954376644121, '2023-06-01'),
('2022-02-10', 326327, 82796, 812.7521865093083, '2023-06-01'),
('2022-02-10', -1, 82796, 2179.0493586282973, '2023-06-01'),
('2022-02-11', 327193, 82796, 909.2335814087755, '2023-06-01'),
('2022-02-11', 245971, 82796, 409.02530859524165, '2023-06-01'),
('2022-02-11', 245871, 82796, 481.1940246561229, '2023-06-01'),
('2022-02-11', 326932, 82796, 678.1544427193434, '2023-06-01'),
('2022-02-11', 326327, 82796, 427.3296314995096, '2023-06-01'),
('2022-02-11', -1, 82796, 2904.9369888789934, '2023-06-01'),
('2022-02-12', 327193, 82796, 123.42809747580141, '2023-06-01'),
('2022-02-12', 245971, 82796, 755.5271651567523, '2023-06-01'),
('2022-02-12', 245871, 82796, 874.9363371350289, '2023-06-01'),
('2022-02-12', 326932, 82796, 367.9456036347396, '2023-06-01'),
('2022-02-12', 326327, 82796, 507.5276266011788, '2023-06-01'),
('2022-02-12', -1, 82796, 2629.364830003501, '2023-06-01'),
('2022-02-13', 327193, 82796, 570.9225318820726, '2023-06-01'),
('2022-02-13', 245971, 82796, 347.7965306908675, '2023-06-01'),
('2022-02-13', 245871, 82796, 705.0398594536505, '2023-06-01'),
('2022-02-13', 326932, 82796, 578.279227618947, '2023-06-01'),
('2022-02-13', 326327, 82796, 637.9364973651595, '2023-06-01'),
('2022-02-13', -1, 82796, 2839.974647010697, '2023-06-01'),
('2022-02-14', 327193, 82796, 638.7738452323315, '2023-06-01'),
('2022-02-14', 245971, 82796, 133.01823312182404, '2023-06-01'),
('2022-02-14', 245871, 82796, 161.51254060653798, '2023-06-01'),
('2022-02-14', 326932, 82796, 457.92184127305336, '2023-06-01'),
('2022-02-14', 326327, 82796, 766.2788795198537, '2023-06-01'),
('2022-02-14', -1, 82796, 2157.5053397536003, '2023-06-01'),
('2022-02-15', 327193, 82796, 773.4034288889459, '2023-06-01'),
('2022-02-15', 245971, 82796, 468.66727175440326, '2023-06-01'),
('2022-02-15', 245871, 82796, 415.77200590156036, '2023-06-01'),
('2022-02-15', 326932, 82796, 671.8182833883527, '2023-06-01'),
('2022-02-15', 326327, 82796, 359.8026783476952, '2023-06-01'),
('2022-02-15', -1, 82796, 2689.4636682809573, '2023-06-01'),
('2022-02-16', 327193, 82796, 821.5245331248726, '2023-06-01'),
('2022-02-16', 245971, 82796, 512.384432386478, '2023-06-01'),
('2022-02-16', 245871, 82796, 482.2298370443481, '2023-06-01'),
('2022-02-16', 326932, 82796, 766.4854294671017, '2023-06-01'),
('2022-02-16', 326327, 82796, 303.46201083269864, '2023-06-01'),
('2022-02-16', -1, 82796, 2886.086242855499, '2023-06-01'),
('2022-02-17', 327193, 82796, 629.4495289252103, '2023-06-01'),
('2022-02-17', 245971, 82796, 444.2519640740594, '2023-06-01'),
('2022-02-17', 245871, 82796, 448.9887421956549, '2023-06-01'),
('2022-02-17', 326932, 82796, 71.92105578849184, '2023-06-01'),
('2022-02-17', 326327, 82796, 575.1191065124698, '2023-06-01'),
('2022-02-17', -1, 82796, 2169.7303974958863, '2023-06-01'),
('2022-02-18', 327193, 82796, 78.6908266047911, '2023-06-01'),
('2022-02-18', 245971, 82796, 847.5543127296769, '2023-06-01'),
('2022-02-18', 245871, 82796, 610.5922785074981, '2023-06-01'),
('2022-02-18', 326932, 82796, 838.3691147298688, '2023-06-01'),
('2022-02-18', 326327, 82796, 531.6213367397947, '2023-06-01'),
('2022-02-18', -1, 82796, 2906.82786931163, '2023-06-01'),
('2022-02-19', 327193, 82796, 48.71144113442705, '2023-06-01'),
('2022-02-19', 245971, 82796, 352.5027949405378, '2023-06-01'),
('2022-02-19', 245871, 82796, 126.28204537041788, '2023-06-01'),
('2022-02-19', 326932, 82796, 165.4541713679909, '2023-06-01'),
('2022-02-19', 326327, 82796, 412.1302255541959, '2023-06-01'),
('2022-02-19', -1, 82796, 1105.0806783675696, '2023-06-01'),
('2022-02-20', 327193, 82796, 820.6914829093265, '2023-06-01'),
('2022-02-20', 245971, 82796, 601.1045289591708, '2023-06-01'),
('2022-02-20', 245871, 82796, 939.0697479110264, '2023-06-01'),
('2022-02-20', 326932, 82796, 451.231525527355, '2023-06-01'),
('2022-02-20', 326327, 82796, 887.8292264291292, '2023-06-01'),
('2022-02-20', -1, 82796, 3699.9265117360083, '2023-06-01'),
('2022-02-21', 327193, 82796, 132.88630064508854, '2023-06-01'),
('2022-02-21', 245971, 82796, 561.2894087635817, '2023-06-01'),
('2022-02-21', 245871, 82796, 414.0383523032425, '2023-06-01'),
('2022-02-21', 326932, 82796, 140.18591199225082, '2023-06-01'),
('2022-02-21', 326327, 82796, 955.421568376331, '2023-06-01'),
('2022-02-21', -1, 82796, 2203.8215420804945, '2023-06-01'),
('2022-02-22', 327193, 82796, 23.834996979002042, '2023-06-01'),
('2022-02-22', 245971, 82796, 94.66783380185629, '2023-06-01'),
('2022-02-22', 245871, 82796, 200.87580574799824, '2023-06-01'),
('2022-02-22', 326932, 82796, 857.6023715085589, '2023-06-01'),
('2022-02-22', 326327, 82796, 436.63548397527705, '2023-06-01'),
('2022-02-22', -1, 82796, 1613.6164920126926, '2023-06-01'),
('2022-02-23', 327193, 82796, 407.35855006707556, '2023-06-01'),
('2022-02-23', 245971, 82796, 603.5509016906576, '2023-06-01'),
('2022-02-23', 245871, 82796, 975.9301469708912, '2023-06-01'),
('2022-02-23', 326932, 82796, 48.41404162536988, '2023-06-01'),
('2022-02-23', 326327, 82796, 440.9833528405731, '2023-06-01'),
('2022-02-23', -1, 82796, 2476.2369931945673, '2023-06-01'),
('2022-02-24', 327193, 82796, 800.6726800052377, '2023-06-01'),
('2022-02-24', 245971, 82796, 401.11500360014327, '2023-06-01'),
('2022-02-24', 245871, 82796, 172.7817453647662, '2023-06-01'),
('2022-02-24', 326932, 82796, 554.7855309989835, '2023-06-01'),
('2022-02-24', 326327, 82796, 946.347969454597, '2023-06-01'),
('2022-02-24', -1, 82796, 2875.702929423728, '2023-06-01'),
('2022-02-25', 327193, 82796, 897.4251598671713, '2023-06-01'),
('2022-02-25', 245971, 82796, 590.9072649726713, '2023-06-01'),
('2022-02-25', 245871, 82796, 433.8081779865417, '2023-06-01'),
('2022-02-25', 326932, 82796, 596.2026544971559, '2023-06-01'),
('2022-02-25', 326327, 82796, 774.6284947682904, '2023-06-01'),
('2022-02-25', -1, 82796, 3292.9717520918307, '2023-06-01'),
('2022-02-26', 327193, 82796, 839.0382200798259, '2023-06-01'),
('2022-02-26', 245971, 82796, 932.9027811719246, '2023-06-01'),
('2022-02-26', 245871, 82796, 940.202318535236, '2023-06-01'),
('2022-02-26', 326932, 82796, 806.3361865492761, '2023-06-01'),
('2022-02-26', 326327, 82796, 457.64941513067083, '2023-06-01'),
('2022-02-26', -1, 82796, 3976.128921466933, '2023-06-01'),
('2022-02-27', 327193, 82796, 5.990391242253756, '2023-06-01'),
('2022-02-27', 245971, 82796, 904.9182042933797, '2023-06-01'),
('2022-02-27', 245871, 82796, 742.6569329938523, '2023-06-01'),
('2022-02-27', 326932, 82796, 294.81645523200893, '2023-06-01'),
('2022-02-27', 326327, 82796, 177.23284447687638, '2023-06-01'),
('2022-02-27', -1, 82796, 2125.614828238371, '2023-06-01'),
('2022-02-28', 327193, 82796, 262.07175684372544, '2023-06-01'),
('2022-02-28', 245971, 82796, 528.7204512943612, '2023-06-01'),
('2022-02-28', 245871, 82796, 691.2658942345303, '2023-06-01'),
('2022-02-28', 326932, 82796, 27.96516702640983, '2023-06-01'),
('2022-02-28', 326327, 82796, 627.2368369437597, '2023-06-01'),
('2022-02-28', -1, 82796, 2137.2601063427865, '2023-06-01'),
('2022-03-01', 327193, 82796, 280.48483156735404, '2023-06-01'),
('2022-03-01', 245971, 82796, 382.28561912094364, '2023-06-01'),
('2022-03-01', 245871, 82796, 580.8717843681895, '2023-06-01'),
('2022-03-01', 326932, 82796, 912.5156940513655, '2023-06-01'),
('2022-03-01', 326327, 82796, 17.85448240042864, '2023-06-01'),
('2022-03-01', -1, 82796, 2174.012411508281, '2023-06-01'),
('2022-03-02', 327193, 82796, 937.0358452449848, '2023-06-01'),
('2022-03-02', 245971, 82796, 524.3347411982514, '2023-06-01'),
('2022-03-02', 245871, 82796, 170.99331305091792, '2023-06-01'),
('2022-03-02', 326932, 82796, 214.74664520852815, '2023-06-01'),
('2022-03-02', 326327, 82796, 105.63934125930396, '2023-06-01'),
('2022-03-02', -1, 82796, 1952.7498859619866, '2023-06-01'),
('2022-03-03', 327193, 82796, 561.1827864473295, '2023-06-01'),
('2022-03-03', 245971, 82796, 378.70766734280124, '2023-06-01'),
('2022-03-03', 245871, 82796, 929.6691647141263, '2023-06-01'),
('2022-03-03', 326932, 82796, 559.4052299744084, '2023-06-01'),
('2022-03-03', 326327, 82796, 241.598453791397, '2023-06-01'),
('2022-03-03', -1, 82796, 2670.563302270062, '2023-06-01'),
('2022-03-04', 327193, 82796, 308.36365092319863, '2023-06-01'),
('2022-03-04', 245971, 82796, 657.4736282123463, '2023-06-01'),
('2022-03-04', 245871, 82796, 581.0407218809538, '2023-06-01'),
('2022-03-04', 326932, 82796, 146.42133515545618, '2023-06-01'),
('2022-03-04', 326327, 82796, 854.1448650276744, '2023-06-01'),
('2022-03-04', -1, 82796, 2547.4442011996293, '2023-06-01'),
('2022-03-05', 327193, 82796, 641.1772409948748, '2023-06-01'),
('2022-03-05', 245971, 82796, 930.6161749649897, '2023-06-01'),
('2022-03-05', 245871, 82796, 157.62795599497682, '2023-06-01'),
('2022-03-05', 326932, 82796, 763.7615836125703, '2023-06-01'),
('2022-03-05', 326327, 82796, 47.96275522070237, '2023-06-01'),
('2022-03-05', -1, 82796, 2541.1457107881142, '2023-06-01'),
('2022-03-06', 327193, 82796, 74.19474993743968, '2023-06-01'),
('2022-03-06', 245971, 82796, 865.4408727970402, '2023-06-01'),
('2022-03-06', 245871, 82796, 921.8117346858821, '2023-06-01'),
('2022-03-06', 326932, 82796, 763.0399193278781, '2023-06-01'),
('2022-03-06', 326327, 82796, 294.04319620533727, '2023-06-01'),
('2022-03-06', -1, 82796, 2918.5304729535774, '2023-06-01'),
('2022-03-07', 327193, 82796, 702.8968343738519, '2023-06-01'),
('2022-03-07', 245971, 82796, 99.15009098948724, '2023-06-01'),
('2022-03-07', 245871, 82796, 702.0241187487651, '2023-06-01'),
('2022-03-07', 326932, 82796, 102.45464547213656, '2023-06-01'),
('2022-03-07', 326327, 82796, 53.72299611945219, '2023-06-01'),
('2022-03-07', -1, 82796, 1660.2486857036927, '2023-06-01'),
('2022-03-08', 327193, 82796, 669.9650271230838, '2023-06-01'),
('2022-03-08', 245971, 82796, 226.52433494675162, '2023-06-01'),
('2022-03-08', 245871, 82796, 86.39140626255171, '2023-06-01'),
('2022-03-08', 326932, 82796, 11.912509915228519, '2023-06-01'),
('2022-03-08', 326327, 82796, 298.09814222966315, '2023-06-01'),
('2022-03-08', -1, 82796, 1292.8914204772789, '2023-06-01'),
('2022-03-09', 327193, 82796, 496.893151345574, '2023-06-01'),
('2022-03-09', 245971, 82796, 898.1605230599009, '2023-06-01'),
('2022-03-09', 245871, 82796, 793.5477029264774, '2023-06-01'),
('2022-03-09', 326932, 82796, 772.8659374119422, '2023-06-01'),
('2022-03-09', 326327, 82796, 932.3390538341736, '2023-06-01'),
('2022-03-09', -1, 82796, 3893.806368578068, '2023-06-01'),
('2022-03-10', 327193, 82796, 333.00329500535554, '2023-06-01'),
('2022-03-10', 245971, 82796, 935.3431284734597, '2023-06-01'),
('2022-03-10', 245871, 82796, 720.1192577934064, '2023-06-01'),
('2022-03-10', 326932, 82796, 918.2415909734177, '2023-06-01'),
('2022-03-10', 326327, 82796, 511.26458459564464, '2023-06-01'),
('2022-03-10', -1, 82796, 3417.971856841284, '2023-06-01'),
('2022-03-11', 327193, 82796, 336.77854666214535, '2023-06-01'),
('2022-03-11', 245971, 82796, 94.20861905655109, '2023-06-01'),
('2022-03-11', 245871, 82796, 122.6394330772348, '2023-06-01'),
('2022-03-11', 326932, 82796, 820.0444643872486, '2023-06-01'),
('2022-03-11', 326327, 82796, 999.973574422101, '2023-06-01'),
('2022-03-11', -1, 82796, 2373.644637605281, '2023-06-01'),
('2022-03-12', 327193, 82796, 35.687652816675964, '2023-06-01'),
('2022-03-12', 245971, 82796, 706.0307818269198, '2023-06-01'),
('2022-03-12', 245871, 82796, 340.6011771814672, '2023-06-01'),
('2022-03-12', 326932, 82796, 999.0716518443536, '2023-06-01'),
('2022-03-12', 326327, 82796, 682.1305976257557, '2023-06-01'),
('2022-03-12', -1, 82796, 2763.5218612951726, '2023-06-01'),
('2022-03-13', 327193, 82796, 888.9427749644441, '2023-06-01'),
('2022-03-13', 245971, 82796, 555.6848628388824, '2023-06-01'),
('2022-03-13', 245871, 82796, 876.0050480862865, '2023-06-01'),
('2022-03-13', 326932, 82796, 362.7474148678177, '2023-06-01'),
('2022-03-13', 326327, 82796, 723.6844263670955, '2023-06-01'),
('2022-03-13', -1, 82796, 3407.0645271245257, '2023-06-01'),
('2022-03-14', 327193, 82796, 730.6411558645431, '2023-06-01'),
('2022-03-14', 245971, 82796, 400.3334148303147, '2023-06-01'),
('2022-03-14', 245871, 82796, 759.5592505758684, '2023-06-01'),
('2022-03-14', 326932, 82796, 940.0657175080388, '2023-06-01'),
('2022-03-14', 326327, 82796, 760.7551251493516, '2023-06-01'),
('2022-03-14', -1, 82796, 3591.3546639281167, '2023-06-01'),
('2022-03-15', 327193, 82796, 211.53405933814383, '2023-06-01'),
('2022-03-15', 245971, 82796, 87.20504976833887, '2023-06-01'),
('2022-03-15', 245871, 82796, 969.1686922307124, '2023-06-01'),
('2022-03-15', 326932, 82796, 6.748831316108261, '2023-06-01'),
('2022-03-15', 326327, 82796, 477.3073787487129, '2023-06-01'),
('2022-03-15', -1, 82796, 1751.964011402016, '2023-06-01'),
('2022-03-16', 327193, 82796, 826.6184236712553, '2023-06-01'),
('2022-03-16', 245971, 82796, 506.37469320332804, '2023-06-01'),
('2022-03-16', 245871, 82796, 453.7703676509721, '2023-06-01'),
('2022-03-16', 326932, 82796, 303.825607478237, '2023-06-01'),
('2022-03-16', 326327, 82796, 429.62632905338404, '2023-06-01'),
('2022-03-16', -1, 82796, 2520.215421057176, '2023-06-01'),
('2022-03-17', 327193, 82796, 86.41865475089693, '2023-06-01'),
('2022-03-17', 245971, 82796, 646.8166604284637, '2023-06-01'),
('2022-03-17', 245871, 82796, 244.38858640257288, '2023-06-01'),
('2022-03-17', 326932, 82796, 690.8885543787495, '2023-06-01'),
('2022-03-17', 326327, 82796, 280.6489966989625, '2023-06-01'),
('2022-03-17', -1, 82796, 1949.1614526596454, '2023-06-01'),
('2022-03-18', 327193, 82796, 60.10123189402749, '2023-06-01'),
('2022-03-18', 245971, 82796, 272.9603575321562, '2023-06-01'),
('2022-03-18', 245871, 82796, 757.6877741799501, '2023-06-01'),
('2022-03-18', 326932, 82796, 801.0064327656935, '2023-06-01'),
('2022-03-18', 326327, 82796, 103.26891523353198, '2023-06-01'),
('2022-03-18', -1, 82796, 1995.0247116053592, '2023-06-01'),
('2022-03-19', 327193, 82796, 947.0222846023429, '2023-06-01'),
('2022-03-19', 245971, 82796, 935.80998680039, '2023-06-01'),
('2022-03-19', 245871, 82796, 326.0047151853478, '2023-06-01'),
