INSERT INTO `lucky_cooperation`.`t_actuality_cup_commodity_day` (`year`, `record_date`, `wh_dept_id`, `commodity_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
('2023', '2023-08-07', '-1', 5990, 10, 12.661400741957847, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '-1', 5990, 10, 3.88935012600639, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '-1', 5990, 10, 5.134055022206017, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '-1', 5990, 10, 12.369670518432168, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '-1', 5990, 10, 9.782346021227365, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '-1', 5990, 10, 18.584347474171036, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '-1', 5990, 10, 8.133988684330156, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '327193', 6192, 10, 17.6911275142677, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '327193', 6192, 10, 16.36903578301236, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '327193', 6192, 10, 15.228252331129228, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '327193', 6192, 10, 4.229591699156416, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '327193', 6192, 10, 3.6848491602352262, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '327193', 6192, 10, 3.314710376381913, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '327193', 6192, 10, 18.512269734428624, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '327193', 6192, 10, 14.50431194290347, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '327193', 6192, 10, 6.4529715480953875, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '327193', 6192, 10, 6.97653384286725, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '327193', 6192, 10, 18.511648905609135, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '327193', 6192, 10, 4.405309128902884, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '327193', 6192, 10, 3.8883340018694934, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '327193', 6192, 10, 7.313103253082655, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '327193', 6192, 10, 17.54793325819875, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '327193', 6192, 10, 0.4354978333981885, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '327193', 6192, 10, 6.623583508901627, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '327193', 6192, 10, 2.7431571521501175, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '327193', 6192, 10, 13.542712788003222, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '327193', 6192, 10, 19.149869968011505, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '327193', 6192, 10, 7.429407283374358, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '245971', 6192, 10, 1.0046783896511569, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '245971', 6192, 10, 3.2429937017014376, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '245971', 6192, 10, 9.183610184207826, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '245971', 6192, 10, 6.821295881415443, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '245971', 6192, 10, 16.4588641344707, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '245971', 6192, 10, 17.468564877789344, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '245971', 6192, 10, 8.066391410582023, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '245971', 6192, 10, 0.0423616185341813, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '245971', 6192, 10, 4.3997703555231515, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '245971', 6192, 10, 5.0755906019838655, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '245971', 6192, 10, 7.152275472229426, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '245971', 6192, 10, 11.723992076374028, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '245971', 6192, 10, 14.955356050092279, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '245971', 6192, 10, 19.417564093829988, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '245971', 6192, 10, 8.28717712982035, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '245971', 6192, 10, 18.19315372024323, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '245971', 6192, 10, 5.085229009185626, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '245971', 6192, 10, 7.3507612001017675, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '245971', 6192, 10, 4.551513200024948, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '245971', 6192, 10, 15.673725690233706, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '245971', 6192, 10, 19.649323055427605, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '245871', 6192, 10, 3.7077833986785413, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '245871', 6192, 10, 0.5295306409375833, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '245871', 6192, 10, 5.155511688947119, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '245871', 6192, 10, 7.574358336845246, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '245871', 6192, 10, 0.7010933714192102, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '245871', 6192, 10, 18.449083547211146, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '245871', 6192, 10, 5.69537425646117, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '245871', 6192, 10, 14.503669039078824, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '245871', 6192, 10, 18.68395860969892, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '245871', 6192, 10, 17.654665887452122, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '245871', 6192, 10, 11.306728577548583, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '245871', 6192, 10, 10.892377305064906, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '245871', 6192, 10, 12.49273957281807, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '245871', 6192, 10, 10.489048398867482, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '245871', 6192, 10, 4.903278811159863, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '245871', 6192, 10, 16.379934471141947, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '245871', 6192, 10, 19.855307071507767, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '245871', 6192, 10, 11.513995863868207, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '245871', 6192, 10, 1.2947683720672098, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '245871', 6192, 10, 8.227663063132933, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '245871', 6192, 10, 6.999643269446308, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '326932', 6192, 10, 4.184617048734037, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '326932', 6192, 10, 15.806818087031179, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '326932', 6192, 10, 8.183622807450242, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '326932', 6192, 10, 6.044433243859415, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '326932', 6192, 10, 16.906953452834244, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '326932', 6192, 10, 18.221316518291736, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '326932', 6192, 10, 9.670895496785487, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '326932', 6192, 10, 12.788009817112524, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '326932', 6192, 10, 8.094678664464004, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '326932', 6192, 10, 19.67039892549772, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '326932', 6192, 10, 17.37739674990379, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '326932', 6192, 10, 11.272113722742061, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '326932', 6192, 10, 5.854229813463405, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '326932', 6192, 10, 0.288927089258606, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '326932', 6192, 10, 12.103089669918267, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '326932', 6192, 10, 6.318961947956241, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '326932', 6192, 10, 14.43018881430964, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '326932', 6192, 10, 1.7893666325921131, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '326932', 6192, 10, 6.639880772734763, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '326932', 6192, 10, 6.472311863156892, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '326932', 6192, 10, 17.006631851963242, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '326327', 6192, 10, 0.7772675116712047, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '326327', 6192, 10, 0.037236706324284, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '326327', 6192, 10, 0.7441274068751391, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '326327', 6192, 10, 18.27679182572594, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '326327', 6192, 10, 12.601171679608544, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '326327', 6192, 10, 13.660916686353888, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '326327', 6192, 10, 17.998441973442546, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '326327', 6192, 10, 13.996191554333155, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '326327', 6192, 10, 14.623227410705049, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '326327', 6192, 10, 17.14184664350855, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '326327', 6192, 10, 1.1114208883185617, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '326327', 6192, 10, 1.2624450221763084, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '326327', 6192, 10, 0.4177716806516063, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '326327', 6192, 10, 0.7487079343263958, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '326327', 6192, 10, 7.866063203318603, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '326327', 6192, 10, 1.993527900875216, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '326327', 6192, 10, 2.9654828212816886, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '326327', 6192, 10, 9.804471848511957, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '326327', 6192, 10, 12.881604388525696, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '326327', 6192, 10, 17.205327398486382, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '326327', 6192, 10, 5.04038905566947, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '-1', 6192, 10, 4.805271216672706, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '-1', 6192, 10, 11.989757176940694, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '-1', 6192, 10, 19.01852515010422, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '-1', 6192, 10, 18.554476608616458, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '-1', 6192, 10, 5.049333986548106, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '-1', 6192, 10, 13.80124254355194, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '-1', 6192, 10, 7.743651146476531, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '-1', 6192, 10, 16.190889469322933, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '-1', 6192, 10, 8.574472635546222, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '-1', 6192, 10, 12.781471776530806, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '-1', 6192, 10, 8.68789395552861, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '-1', 6192, 10, 16.529151102176467, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '-1', 6192, 10, 9.635765246299059, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '-1', 6192, 10, 18.636938088244698, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '-1', 6192, 10, 16.252813699702212, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '-1', 6192, 10, 17.886224725252088, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '-1', 6192, 10, 2.792722313494904, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '-1', 6192, 10, 1.3632748796894556, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '-1', 6192, 10, 6.586798479274036, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '-1', 6192, 10, 5.303992645077376, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '-1', 6192, 10, 18.51650773716991, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '327193', 801, 10, 11.878554222021947, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '327193', 801, 10, 9.708141330853607, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '327193', 801, 10, 3.230626276542996, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '327193', 801, 10, 10.166302047787006, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '327193', 801, 10, 13.591247092140435, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '327193', 801, 10, 6.16576668665354, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '327193', 801, 10, 1.0420326056434326, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '327193', 801, 10, 19.65352604593225, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '327193', 801, 10, 9.08976501651126, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '327193', 801, 10, 16.09875614620012, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '327193', 801, 10, 11.609394698393434, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '327193', 801, 10, 8.49816323436814, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '327193', 801, 10, 17.359193689467986, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '327193', 801, 10, 10.328916954406699, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '327193', 801, 10, 8.007321716119275, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '327193', 801, 10, 11.359480271364612, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '327193', 801, 10, 16.95206935173602, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '327193', 801, 10, 14.599886101575546, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '327193', 801, 10, 19.71032653771569, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '327193', 801, 10, 2.170812419374435, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '327193', 801, 10, 12.08917623913145, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '245971', 801, 10, 10.727642228232131, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '245971', 801, 10, 5.679118708920421, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '245971', 801, 10, 3.7941456183620326, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '245971', 801, 10, 5.5871685119797405, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '245971', 801, 10, 15.520735285756777, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '245971', 801, 10, 9.441308859679104, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '245971', 801, 10, 7.620404220288188, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '245971', 801, 10, 1.844779964180172, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '245971', 801, 10, 13.93519402096202, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '245971', 801, 10, 2.631933208885495, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '245971', 801, 10, 2.12933820957673, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '245971', 801, 10, 16.416617698045982, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '245971', 801, 10, 16.948148247226726, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '245971', 801, 10, 6.061208246315937, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '245971', 801, 10, 16.907902273644275, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '245971', 801, 10, 17.397678188299867, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '245971', 801, 10, 4.100156559004164, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '245971', 801, 10, 9.731893324843838, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '245971', 801, 10, 17.52952326791513, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '245971', 801, 10, 14.840495507212406, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '245971', 801, 10, 14.833511006824851, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '245871', 801, 10, 1.6018787079682983, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '245871', 801, 10, 0.40629473803667215, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '245871', 801, 10, 1.4101854406031333, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '245871', 801, 10, 19.76985037476894, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '245871', 801, 10, 9.602176631330812, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '245871', 801, 10, 10.272929715583714, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '245871', 801, 10, 9.478482849403152, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '245871', 801, 10, 12.804206432219434, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '245871', 801, 10, 3.50780258342704, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '245871', 801, 10, 10.730917894154953, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '245871', 801, 10, 8.53390193510686, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '245871', 801, 10, 9.167307958981112, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '245871', 801, 10, 0.06975262071571064, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '245871', 801, 10, 6.759337034498545, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '245871', 801, 10, 13.276485914501572, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '245871', 801, 10, 5.171077659125862, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '245871', 801, 10, 1.7684504093768494, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '245871', 801, 10, 10.663540773932354, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '245871', 801, 10, 2.165872845500505, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '245871', 801, 10, 8.4574646911837, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '245871', 801, 10, 6.704574244613917, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '326932', 801, 10, 7.039323791031471, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '326932', 801, 10, 13.395657148271914, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '326932', 801, 10, 10.834217296476824, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '326932', 801, 10, 16.92818060587729, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '326932', 801, 10, 5.848121678003606, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '326932', 801, 10, 10.46146817019812, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '326932', 801, 10, 18.176742740257293, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '326932', 801, 10, 3.7012484874842766, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '326932', 801, 10, 6.621236687850896, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '326932', 801, 10, 17.509149086611274, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '326932', 801, 10, 2.997626285623678, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '326932', 801, 10, 8.233724562832286, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '326932', 801, 10, 13.411762332463177, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '326932', 801, 10, 17.721022755885425, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '326932', 801, 10, 6.9651040724186135, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '326932', 801, 10, 11.500126874455477, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '326932', 801, 10, 13.95356769752709, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '326932', 801, 10, 6.106934169444012, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '326932', 801, 10, 13.970990083384887, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '326932', 801, 10, 8.612921955596251, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '326932', 801, 10, 13.925312377158207, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '326327', 801, 10, 10.408572417787807, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '326327', 801, 10, 13.834645327170563, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '326327', 801, 10, 15.834553502198254, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '326327', 801, 10, 16.699906748887546, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '326327', 801, 10, 19.649919917972504, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '326327', 801, 10, 13.529335728592669, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '326327', 801, 10, 3.597039738555561, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '326327', 801, 10, 9.145222091980362, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '326327', 801, 10, 15.90328568073659, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '326327', 801, 10, 4.0580287130086345, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '326327', 801, 10, 14.509372093243055, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '326327', 801, 10, 3.8281768954441286, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '326327', 801, 10, 18.401373747828995, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '326327', 801, 10, 6.064270892251706, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '326327', 801, 10, 12.231559939699729, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '326327', 801, 10, 10.356969143918937, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '326327', 801, 10, 3.7783638420882237, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '326327', 801, 10, 17.584067120938094, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '326327', 801, 10, 2.314090758435352, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '326327', 801, 10, 6.636291479562832, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '326327', 801, 10, 2.938291085527207, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '-1', 801, 10, 1.2872906886169266, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '-1', 801, 10, 6.144208399941988, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '-1', 801, 10, 5.119864599559769, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '-1', 801, 10, 14.76647630611485, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '-1', 801, 10, 5.9160224148016205, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '-1', 801, 10, 17.413463288485055, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '-1', 801, 10, 6.22211617694872, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '-1', 801, 10, 5.1501386993133025, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '-1', 801, 10, 14.00752126770853, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '-1', 801, 10, 11.935281941031022, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '-1', 801, 10, 1.8472083760055091, 1, '2023-06-01', 1, '2023-06-01'),
