INSERT INTO `lucky_cooperation`.`t_actuality_cup_goods_week` (`week_id`, `wh_dept_id`, `goods_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
(69, 245971, 42, 20, 414385.1644862253, 1, '2023-06-01', 1, '2023-06-01'),
(70, 245971, 42, 20, 1472296.7554608451, 1, '2023-06-01', 1, '2023-06-01'),
(71, 245971, 42, 20, 2352602.9380884721, 1, '2023-06-01', 1, '2023-06-01'),
(72, 245971, 42, 20, 2038530.9237655652, 1, '2023-06-01', 1, '2023-06-01'),
(73, 245971, 42, 20, 1868477.7193946780, 1, '2023-06-01', 1, '2023-06-01'),
(74, 245971, 42, 20, 726134.1801988172, 1, '2023-06-01', 1, '2023-06-01'),
(75, 245971, 42, 20, 1600394.6629122722, 1, '2023-06-01', 1, '2023-06-01'),
(76, 245971, 42, 20, 2165610.5820872174, 1, '2023-06-01', 1, '2023-06-01'),
(77, 245971, 42, 20, 2021484.2557321661, 1, '2023-06-01', 1, '2023-06-01'),
(78, 245971, 42, 20, 1949343.1303723567, 1, '2023-06-01', 1, '2023-06-01'),
(79, 245971, 42, 20, 1357406.6788040136, 1, '2023-06-01', 1, '2023-06-01'),
(80, 245971, 42, 20, 363790.6084208108, 1, '2023-06-01', 1, '2023-06-01'),
(81, 245971, 42, 20, 1933667.4901684400, 1, '2023-06-01', 1, '2023-06-01'),
(82, 245971, 42, 20, 2041372.4025913839, 1, '2023-06-01', 1, '2023-06-01'),
(83, 245971, 42, 20, 1990905.2631576585, 1, '2023-06-01', 1, '2023-06-01'),
(84, 245971, 42, 20, 2427918.8864646500, 1, '2023-06-01', 1, '2023-06-01'),
(85, 245971, 42, 20, 2047999.2103109633, 1, '2023-06-01', 1, '2023-06-01'),
(86, 245971, 42, 20, 2504647.1306845782, 1, '2023-06-01', 1, '2023-06-01'),
(87, 245971, 42, 20, 1606324.3730915275, 1, '2023-06-01', 1, '2023-06-01'),
(88, 245971, 42, 20, 1870428.0657090998, 1, '2023-06-01', 1, '2023-06-01'),
(89, 245971, 42, 20, 634260.7799841188, 1, '2023-06-01', 1, '2023-06-01'),
(90, 245971, 42, 20, 1259058.0079936665, 1, '2023-06-01', 1, '2023-06-01'),
(91, 245971, 42, 20, 2147079.6306660401, 1, '2023-06-01', 1, '2023-06-01'),
(92, 245971, 42, 20, 1372045.7653277724, 1, '2023-06-01', 1, '2023-06-01'),
(93, 245971, 42, 20, 2026580.8541721879, 1, '2023-06-01', 1, '2023-06-01'),
(94, 245971, 42, 20, 1710220.1003745936, 1, '2023-06-01', 1, '2023-06-01'),
(95, 245971, 42, 20, 485957.1086484973, 1, '2023-06-01', 1, '2023-06-01'),
(96, 245971, 42, 20, 2348346.3759090802, 1, '2023-06-01', 1, '2023-06-01'),
(97, 245971, 42, 20, 2335332.0014050665, 1, '2023-06-01', 1, '2023-06-01'),
(98, 245971, 42, 20, 2283889.0110739444, 1, '2023-06-01', 1, '2023-06-01'),
(99, 245971, 42, 20, 2033416.0070933201, 1, '2023-06-01', 1, '2023-06-01'),
(100, 245971, 42, 20, 261598.8111528787, 1, '2023-06-01', 1, '2023-06-01'),
(101, 245971, 42, 20, 1638541.0723917998, 1, '2023-06-01', 1, '2023-06-01'),
(102, 245971, 42, 20, 1771794.3354285780, 1, '2023-06-01', 1, '2023-06-01'),
(103, 245971, 42, 20, 1925335.2752391170, 1, '2023-06-01', 1, '2023-06-01'),
(104, 245971, 42, 20, 1969868.7050846059, 1, '2023-06-01', 1, '2023-06-01'),
(105, 245971, 42, 20, 1713865.2073153157, 1, '2023-06-01', 1, '2023-06-01'),
(106, 245971, 42, 20, 799693.2571990041, 1, '2023-06-01', 1, '2023-06-01'),
(107, 245971, 42, 20, 1605399.3143708754, 1, '2023-06-01', 1, '2023-06-01'),
(108, 245971, 42, 20, 1557026.5080524258, 1, '2023-06-01', 1, '2023-06-01'),
(109, 245971, 42, 20, 1658235.4277133718, 1, '2023-06-01', 1, '2023-06-01'),
(110, 245971, 42, 20, 1545469.8262982586, 1, '2023-06-01', 1, '2023-06-01'),
(111, 245971, 42, 20, 354307.2884673057, 1, '2023-06-01', 1, '2023-06-01'),
(112, 245971, 42, 20, 2144834.7106237489, 1, '2023-06-01', 1, '2023-06-01'),
(113, 245971, 42, 20, 2078996.9330365646, 1, '2023-06-01', 1, '2023-06-01'),
(114, 245971, 42, 20, 2290157.3295184948, 1, '2023-06-01', 1, '2023-06-01'),
(115, 245971, 42, 20, 2356326.9056653850, 1, '2023-06-01', 1, '2023-06-01'),
(116, 245971, 42, 20, 706684.3150147291, 1, '2023-06-01', 1, '2023-06-01'),
(117, 245971, 42, 20, 1420091.5805540374, 1, '2023-06-01', 1, '2023-06-01'),
(118, 245971, 42, 20, 1439661.4603720124, 1, '2023-06-01', 1, '2023-06-01'),
(119, 245971, 42, 20, 2138574.4636551910, 1, '2023-06-01', 1, '2023-06-01'),
(120, 245971, 42, 20, 2079838.1007557366, 1, '2023-06-01', 1, '2023-06-01'),
(121, 245971, 42, 20, 948174.0004357078, 1, '2023-06-01', 1, '2023-06-01'),
(122, 245971, 42, 20, 860835.1031120229, 1, '2023-06-01', 1, '2023-06-01'),
(123, 245971, 42, 20, 2163084.3671875702, 1, '2023-06-01', 1, '2023-06-01'),
(124, 245971, 42, 20, 2185375.8509055503, 1, '2023-06-01', 1, '2023-06-01'),
(125, 245971, 42, 20, 2394373.4014445711, 1, '2023-06-01', 1, '2023-06-01'),
(126, 245971, 42, 20, 2679666.5725079632, 1, '2023-06-01', 1, '2023-06-01'),
(2, 245971, 42, 40, 0.28161486794929746, 1, '2023-06-01', 1, '2023-06-01'),
(3, 245971, 42, 40, 0.45018329702267046, 1, '2023-06-01', 1, '2023-06-01'),
(4, 245971, 42, 40, 0.6070372023836733, 1, '2023-06-01', 1, '2023-06-01'),
(5, 245971, 42, 40, 0.9154622882931011, 1, '2023-06-01', 1, '2023-06-01'),
(6, 245971, 42, 40, 0.541062858723568, 1, '2023-06-01', 1, '2023-06-01'),
(7, 245971, 42, 40, 0.877007182068846, 1, '2023-06-01', 1, '2023-06-01'),
(8, 245971, 42, 40, 0.9854585824413105, 1, '2023-06-01', 1, '2023-06-01'),
(9, 245971, 42, 40, 0.26820748258253446, 1, '2023-06-01', 1, '2023-06-01'),
(10, 245971, 42, 40, 0.6580527173882279, 1, '2023-06-01', 1, '2023-06-01'),
(11, 245971, 42, 40, 0.6878444066943903, 1, '2023-06-01', 1, '2023-06-01'),
(12, 245971, 42, 40, 0.2165454072715266, 1, '2023-06-01', 1, '2023-06-01'),
(13, 245971, 42, 40, 0.7862510364853867, 1, '2023-06-01', 1, '2023-06-01'),
(14, 245971, 42, 40, 0.8666268363135496, 1, '2023-06-01', 1, '2023-06-01'),
(15, 245971, 42, 40, 0.8719862752658394, 1, '2023-06-01', 1, '2023-06-01'),
(16, 245971, 42, 40, 0.02063490090933795, 1, '2023-06-01', 1, '2023-06-01'),
(17, 245971, 42, 40, 0.12300989900578563, 1, '2023-06-01', 1, '2023-06-01'),
(18, 245971, 42, 40, 0.7622484376997912, 1, '2023-06-01', 1, '2023-06-01'),
(19, 245971, 42, 40, 0.7142191012260551, 1, '2023-06-01', 1, '2023-06-01'),
(20, 245971, 42, 40, 0.8644927216088463, 1, '2023-06-01', 1, '2023-06-01'),
(21, 245971, 42, 40, 0.33497565602886403, 1, '2023-06-01', 1, '2023-06-01'),
(22, 245971, 42, 40, 0.14662594742324164, 1, '2023-06-01', 1, '2023-06-01'),
(23, 245971, 42, 40, 0.9625707387087805, 1, '2023-06-01', 1, '2023-06-01'),
(24, 245971, 42, 40, 0.4875841778985086, 1, '2023-06-01', 1, '2023-06-01'),
(25, 245971, 42, 40, 0.7878817177424866, 1, '2023-06-01', 1, '2023-06-01'),
(26, 245971, 42, 40, 0.9860691338473743, 1, '2023-06-01', 1, '2023-06-01'),
(27, 245971, 42, 40, 0.5664754344693561, 1, '2023-06-01', 1, '2023-06-01'),
(28, 245971, 42, 40, 0.4450707771076903, 1, '2023-06-01', 1, '2023-06-01'),
(29, 245971, 42, 40, 0.28327971951099695, 1, '2023-06-01', 1, '2023-06-01'),
(30, 245971, 42, 40, 0.3559969160673654, 1, '2023-06-01', 1, '2023-06-01'),
(31, 245971, 42, 40, 0.4701062373735647, 1, '2023-06-01', 1, '2023-06-01'),
(32, 245971, 42, 40, 0.9129724799158291, 1, '2023-06-01', 1, '2023-06-01'),
(33, 245971, 42, 40, 0.05823961774191799, 1, '2023-06-01', 1, '2023-06-01'),
(34, 245971, 42, 40, 0.12622888529552523, 1, '2023-06-01', 1, '2023-06-01'),
(35, 245971, 42, 40, 0.039768999946946826, 1, '2023-06-01', 1, '2023-06-01'),
(36, 245971, 42, 40, 0.0193027399488217, 1, '2023-06-01', 1, '2023-06-01'),
(37, 245971, 42, 40, 0.941819691066043, 1, '2023-06-01', 1, '2023-06-01'),
(38, 245971, 42, 40, 0.5329425496567061, 1, '2023-06-01', 1, '2023-06-01'),
(39, 245971, 42, 40, 0.5988660480681148, 1, '2023-06-01', 1, '2023-06-01'),
(40, 245971, 42, 40, 0.4527395945652415, 1, '2023-06-01', 1, '2023-06-01'),
(41, 245971, 42, 40, 0.2520705191777687, 1, '2023-06-01', 1, '2023-06-01'),
(42, 245971, 42, 40, 0.82711644071462, 1, '2023-06-01', 1, '2023-06-01'),
(43, 245971, 42, 40, 0.6110565507388606, 1, '2023-06-01', 1, '2023-06-01'),
(44, 245971, 42, 40, 0.21675405946505777, 1, '2023-06-01', 1, '2023-06-01'),
(45, 245971, 42, 40, 0.5111228123486568, 1, '2023-06-01', 1, '2023-06-01'),
(46, 245971, 42, 40, 0.02420784351268579, 1, '2023-06-01', 1, '2023-06-01'),
(47, 245971, 42, 40, 0.4142334282806247, 1, '2023-06-01', 1, '2023-06-01'),
(48, 245971, 42, 40, 0.5790524516303214, 1, '2023-06-01', 1, '2023-06-01'),
(49, 245971, 42, 40, 0.8639294600641829, 1, '2023-06-01', 1, '2023-06-01'),
(50, 245971, 42, 40, 0.47883472760267576, 1, '2023-06-01', 1, '2023-06-01'),
(51, 245971, 42, 40, 0.5681364365985798, 1, '2023-06-01', 1, '2023-06-01'),
(52, 245971, 42, 40, 0.5917369752480613, 1, '2023-06-01', 1, '2023-06-01'),
(53, 245971, 42, 40, 0.07657487354906545, 1, '2023-06-01', 1, '2023-06-01'),
(54, 245971, 42, 40, 0.42120857906255005, 1, '2023-06-01', 1, '2023-06-01'),
(55, 245971, 42, 40, 0.20377025226474432, 1, '2023-06-01', 1, '2023-06-01'),
(56, 245971, 42, 40, 0.27610665352432506, 1, '2023-06-01', 1, '2023-06-01'),
(57, 245971, 42, 40, 0.5830420554595034, 1, '2023-06-01', 1, '2023-06-01'),
(58, 245971, 42, 40, 0.7390283231148259, 1, '2023-06-01', 1, '2023-06-01'),
(59, 245971, 42, 40, 0.44713610863389175, 1, '2023-06-01', 1, '2023-06-01'),
(60, 245971, 42, 40, 0.12316716896028979, 1, '2023-06-01', 1, '2023-06-01'),
(61, 245971, 42, 40, 0.4682294019230425, 1, '2023-06-01', 1, '2023-06-01'),
(62, 245971, 42, 40, 0.487560141938987, 1, '2023-06-01', 1, '2023-06-01'),
(63, 245971, 42, 40, 0.7919090913166722, 1, '2023-06-01', 1, '2023-06-01'),
(64, 245971, 42, 40, 0.34347213269934673, 1, '2023-06-01', 1, '2023-06-01'),
(65, 245971, 42, 40, 0.8818279524698504, 1, '2023-06-01', 1, '2023-06-01'),
(66, 245971, 42, 40, 0.5054795605116656, 1, '2023-06-01', 1, '2023-06-01'),
(67, 245971, 42, 40, 0.8255799879633947, 1, '2023-06-01', 1, '2023-06-01'),
(68, 245971, 42, 40, 0.007183628153696886, 1, '2023-06-01', 1, '2023-06-01'),
(69, 245971, 42, 40, 0.3744687462883505, 1, '2023-06-01', 1, '2023-06-01'),
(70, 245971, 42, 40, 0.19256954675989257, 1, '2023-06-01', 1, '2023-06-01'),
(71, 245971, 42, 40, 0.7266720506436897, 1, '2023-06-01', 1, '2023-06-01'),
(72, 245971, 42, 40, 0.6537875961538504, 1, '2023-06-01', 1, '2023-06-01'),
(73, 245971, 42, 40, 0.33190479321405153, 1, '2023-06-01', 1, '2023-06-01'),
(74, 245971, 42, 40, 0.8969333629651853, 1, '2023-06-01', 1, '2023-06-01'),
(75, 245971, 42, 40, 0.6834746586965446, 1, '2023-06-01', 1, '2023-06-01'),
(76, 245971, 42, 40, 0.9184916224652704, 1, '2023-06-01', 1, '2023-06-01'),
(77, 245971, 42, 40, 0.70670939435669, 1, '2023-06-01', 1, '2023-06-01'),
(78, 245971, 42, 40, 0.5497624074261886, 1, '2023-06-01', 1, '2023-06-01'),
(79, 245971, 42, 40, 0.8679124564299375, 1, '2023-06-01', 1, '2023-06-01'),
(80, 245971, 42, 40, 0.978469978571286, 1, '2023-06-01', 1, '2023-06-01'),
(81, 245971, 42, 40, 0.00845953362169971, 1, '2023-06-01', 1, '2023-06-01'),
(82, 245971, 42, 40, 0.7214047136798872, 1, '2023-06-01', 1, '2023-06-01'),
(83, 245971, 42, 40, 0.02453154469429708, 1, '2023-06-01', 1, '2023-06-01'),
(84, 245971, 42, 40, 0.15804561012538065, 1, '2023-06-01', 1, '2023-06-01'),
(85, 245971, 42, 40, 0.7356072988473259, 1, '2023-06-01', 1, '2023-06-01'),
(86, 245971, 42, 40, 0.7281646789372039, 1, '2023-06-01', 1, '2023-06-01'),
(87, 245971, 42, 40, 0.11389583539274872, 1, '2023-06-01', 1, '2023-06-01'),
(88, 245971, 42, 40, 0.6591611186795835, 1, '2023-06-01', 1, '2023-06-01'),
(89, 245971, 42, 40, 0.10111594985529382, 1, '2023-06-01', 1, '2023-06-01'),
(90, 245971, 42, 40, 0.20892915193150663, 1, '2023-06-01', 1, '2023-06-01'),
(91, 245971, 42, 40, 0.664542364392422, 1, '2023-06-01', 1, '2023-06-01'),
(92, 245971, 42, 40, 0.7603347283129441, 1, '2023-06-01', 1, '2023-06-01'),
(93, 245971, 42, 40, 0.8445110311743993, 1, '2023-06-01', 1, '2023-06-01'),
(94, 245971, 42, 40, 0.63831879025145, 1, '2023-06-01', 1, '2023-06-01'),
(95, 245971, 42, 40, 0.0014748835347784262, 1, '2023-06-01', 1, '2023-06-01'),
(96, 245971, 42, 40, 0.4732243432044432, 1, '2023-06-01', 1, '2023-06-01'),
(97, 245971, 42, 40, 0.7763723413486668, 1, '2023-06-01', 1, '2023-06-01'),
(98, 245971, 42, 40, 0.6980106282290041, 1, '2023-06-01', 1, '2023-06-01'),
(99, 245971, 42, 40, 0.8155530990478105, 1, '2023-06-01', 1, '2023-06-01'),
(100, 245971, 42, 40, 0.46430390271239075, 1, '2023-06-01', 1, '2023-06-01'),
(101, 245971, 42, 40, 0.7742029062003748, 1, '2023-06-01', 1, '2023-06-01'),
(102, 245971, 42, 40, 0.20453693747340795, 1, '2023-06-01', 1, '2023-06-01'),
(103, 245971, 42, 40, 0.6129935864780403, 1, '2023-06-01', 1, '2023-06-01'),
(104, 245971, 42, 40, 0.3632395918337705, 1, '2023-06-01', 1, '2023-06-01'),
(105, 245971, 42, 40, 0.9940838474405337, 1, '2023-06-01', 1, '2023-06-01'),
(106, 245971, 42, 40, 0.2079365026173553, 1, '2023-06-01', 1, '2023-06-01'),
(107, 245971, 42, 40, 0.14214764107646427, 1, '2023-06-01', 1, '2023-06-01'),
(108, 245971, 42, 40, 0.9350718689879747, 1, '2023-06-01', 1, '2023-06-01'),
(109, 245971, 42, 40, 0.27243457751893896, 1, '2023-06-01', 1, '2023-06-01'),
(110, 245971, 42, 40, 0.0027022738972445337, 1, '2023-06-01', 1, '2023-06-01'),
(111, 245971, 42, 40, 0.5507710278981232, 1, '2023-06-01', 1, '2023-06-01'),
(112, 245971, 42, 40, 0.5888203830110751, 1, '2023-06-01', 1, '2023-06-01'),
(113, 245971, 42, 40, 0.880108227513438, 1, '2023-06-01', 1, '2023-06-01'),
(114, 245971, 42, 40, 0.858031371222787, 1, '2023-06-01', 1, '2023-06-01'),
(115, 245971, 42, 40, 0.7172063985995524, 1, '2023-06-01', 1, '2023-06-01'),
(116, 245971, 42, 40, 0.45439536760508237, 1, '2023-06-01', 1, '2023-06-01'),
(117, 245971, 42, 40, 0.7063999857552078, 1, '2023-06-01', 1, '2023-06-01'),
(118, 245971, 42, 40, 0.06024104730479285, 1, '2023-06-01', 1, '2023-06-01'),
(119, 245971, 42, 40, 0.43328099633104233, 1, '2023-06-01', 1, '2023-06-01'),
(120, 245971, 42, 40, 0.08687978047423828, 1, '2023-06-01', 1, '2023-06-01'),
(121, 245971, 42, 40, 0.07672709826590163, 1, '2023-06-01', 1, '2023-06-01'),
(122, 245971, 42, 40, 0.5226453376272977, 1, '2023-06-01', 1, '2023-06-01'),
(123, 245971, 42, 40, 0.05176467200385504, 1, '2023-06-01', 1, '2023-06-01'),
(124, 245971, 42, 40, 0.028111783894185893, 1, '2023-06-01', 1, '2023-06-01'),
(125, 245971, 42, 40, 0.7644625065810823, 1, '2023-06-01', 1, '2023-06-01'),
(126, 245971, 42, 40, 0.009353443770128034, 1, '2023-06-01', 1, '2023-06-01'),
(2, 245971, 48214, 20, 2137506.7027742473, 1, '2023-06-01', 1, '2023-06-01'),
(3, 245971, 48214, 20, 2203485.8462212899, 1, '2023-06-01', 1, '2023-06-01'),
(4, 245971, 48214, 20, 2278498.8977602149, 1, '2023-06-01', 1, '2023-06-01'),
(5, 245971, 48214, 20, 1685416.9890931342, 1, '2023-06-01', 1, '2023-06-01'),
(6, 245971, 48214, 20, 252815.1147876153, 1, '2023-06-01', 1, '2023-06-01'),
(7, 245971, 48214, 20, 1568503.0646259454, 1, '2023-06-01', 1, '2023-06-01'),
(8, 245971, 48214, 20, 2331747.2862197634, 1, '2023-06-01', 1, '2023-06-01'),
(9, 245971, 48214, 20, 2081815.6963674239, 1, '2023-06-01', 1, '2023-06-01'),
(10, 245971, 48214, 20, 2145544.7600941811, 1, '2023-06-01', 1, '2023-06-01'),
(11, 245971, 48214, 20, 469969.2430515502, 1, '2023-06-01', 1, '2023-06-01'),
(12, 245971, 48214, 20, 2025397.4220825937, 1, '2023-06-01', 1, '2023-06-01'),
(13, 245971, 48214, 20, 1917578.9741330135, 1, '2023-06-01', 1, '2023-06-01'),
(14, 245971, 48214, 20, 2362917.4426622616, 1, '2023-06-01', 1, '2023-06-01'),
(15, 245971, 48214, 20, 2507706.2059362852, 1, '2023-06-01', 1, '2023-06-01'),
(16, 245971, 48214, 20, 1158215.2911880307, 1, '2023-06-01', 1, '2023-06-01'),
(17, 245971, 48214, 20, 1355656.6848196333, 1, '2023-06-01', 1, '2023-06-01'),
(18, 245971, 48214, 20, 1865307.6189301382, 1, '2023-06-01', 1, '2023-06-01'),
(19, 245971, 48214, 20, 2367616.1730491023, 1, '2023-06-01', 1, '2023-06-01'),
(20, 245971, 48214, 20, 2144762.3235278207, 1, '2023-06-01', 1, '2023-06-01'),
(21, 245971, 48214, 20, 1850700.6709487452, 1, '2023-06-01', 1, '2023-06-01'),
(22, 245971, 48214, 20, 216964.9064892015, 1, '2023-06-01', 1, '2023-06-01'),
(23, 245971, 48214, 20, 2381674.7364452910, 1, '2023-06-01', 1, '2023-06-01'),
(24, 245971, 48214, 20, 2308711.7410301333, 1, '2023-06-01', 1, '2023-06-01'),
(25, 245971, 48214, 20, 2037381.9178438678, 1, '2023-06-01', 1, '2023-06-01'),
(26, 245971, 48214, 20, 1750664.4210246457, 1, '2023-06-01', 1, '2023-06-01'),
(27, 245971, 48214, 20, 938021.9822687120, 1, '2023-06-01', 1, '2023-06-01'),
(28, 245971, 48214, 20, 1303497.7117377863, 1, '2023-06-01', 1, '2023-06-01'),
(29, 245971, 48214, 20, 2214073.4744031023, 1, '2023-06-01', 1, '2023-06-01'),
(30, 245971, 48214, 20, 1748384.4745008186, 1, '2023-06-01', 1, '2023-06-01'),
(31, 245971, 48214, 20, 2548355.4332626085, 1, '2023-06-01', 1, '2023-06-01'),
(32, 245971, 48214, 20, 1601431.3764134692, 1, '2023-06-01', 1, '2023-06-01'),
(33, 245971, 48214, 20, 1145271.3385967138, 1, '2023-06-01', 1, '2023-06-01'),
(34, 245971, 48214, 20, 2363192.7786565910, 1, '2023-06-01', 1, '2023-06-01'),
(35, 245971, 48214, 20, 1872631.9907588918, 1, '2023-06-01', 1, '2023-06-01'),
(36, 245971, 48214, 20, 2211668.5538977621, 1, '2023-06-01', 1, '2023-06-01'),
(37, 245971, 48214, 20, 2518199.6936953567, 1, '2023-06-01', 1, '2023-06-01'),
(38, 245971, 48214, 20, 1756386.3705619194, 1, '2023-06-01', 1, '2023-06-01'),
(39, 245971, 48214, 20, 2331781.9098293233, 1, '2023-06-01', 1, '2023-06-01'),
(40, 245971, 48214, 20, 1686592.3173792300, 1, '2023-06-01', 1, '2023-06-01'),
(41, 245971, 48214, 20, 1865843.7036858167, 1, '2023-06-01', 1, '2023-06-01'),
(42, 245971, 48214, 20, 1172060.5684695117, 1, '2023-06-01', 1, '2023-06-01'),
(43, 245971, 48214, 20, 1386668.8389443401, 1, '2023-06-01', 1, '2023-06-01'),
(44, 245971, 48214, 20, 1610794.7960564094, 1, '2023-06-01', 1, '2023-06-01'),
(45, 245971, 48214, 20, 2241274.6563648583, 1, '2023-06-01', 1, '2023-06-01'),
(46, 245971, 48214, 20, 2219631.2851182667, 1, '2023-06-01', 1, '2023-06-01'),
(47, 245971, 48214, 20, 1398193.5666225414, 1, '2023-06-01', 1, '2023-06-01'),
(48, 245971, 48214, 20, 530649.6318506983, 1, '2023-06-01', 1, '2023-06-01'),
(49, 245971, 48214, 20, 2373533.7676079872, 1, '2023-06-01', 1, '2023-06-01'),
(50, 245971, 48214, 20, 2413977.0783231632, 1, '2023-06-01', 1, '2023-06-01'),
(51, 245971, 48214, 20, 2270161.4920535195, 1, '2023-06-01', 1, '2023-06-01'),
(52, 245971, 48214, 20, 1706508.3310948996, 1, '2023-06-01', 1, '2023-06-01'),
(53, 245971, 48214, 20, 477001.3034423309, 1, '2023-06-01', 1, '2023-06-01'),
(54, 245971, 48214, 20, 1468297.5133471923, 1, '2023-06-01', 1, '2023-06-01'),
(55, 245971, 48214, 20, 2343067.7174508855, 1, '2023-06-01', 1, '2023-06-01'),
(56, 245971, 48214, 20, 2080798.3378476286, 1, '2023-06-01', 1, '2023-06-01'),
(57, 245971, 48214, 20, 2268656.8748607274, 1, '2023-06-01', 1, '2023-06-01'),
(58, 245971, 48214, 20, 1220952.6636214761, 1, '2023-06-01', 1, '2023-06-01'),
(59, 245971, 48214, 20, 1172359.2689463257, 1, '2023-06-01', 1, '2023-06-01'),
(60, 245971, 48214, 20, 2199092.8206212757, 1, '2023-06-01', 1, '2023-06-01'),
(61, 245971, 48214, 20, 1956956.7252810571, 1, '2023-06-01', 1, '2023-06-01'),
(62, 245971, 48214, 20, 2122022.6895587394, 1, '2023-06-01', 1, '2023-06-01'),
(63, 245971, 48214, 20, 1742138.9679064706, 1, '2023-06-01', 1, '2023-06-01'),
(64, 245971, 48214, 20, 280063.9830370098, 1, '2023-06-01', 1, '2023-06-01'),
(65, 245971, 48214, 20, 2297451.7063922559, 1, '2023-06-01', 1, '2023-06-01'),
(66, 245971, 48214, 20, 2318226.7330318693, 1, '2023-06-01', 1, '2023-06-01'),
(67, 245971, 48214, 20, 2644675.3790582488, 1, '2023-06-01', 1, '2023-06-01'),
(68, 245971, 48214, 20, 1986497.1269461094, 1, '2023-06-01', 1, '2023-06-01'),
(69, 245971, 48214, 20, 642217.8599079119, 1, '2023-06-01', 1, '2023-06-01'),
(70, 245971, 48214, 20, 1414156.5300222039, 1, '2023-06-01', 1, '2023-06-01'),
(71, 245971, 48214, 20, 2226514.2958158568, 1, '2023-06-01', 1, '2023-06-01'),
(72, 245971, 48214, 20, 2575453.5844849377, 1, '2023-06-01', 1, '2023-06-01'),
(73, 245971, 48214, 20, 2855735.4340030395, 1, '2023-06-01', 1, '2023-06-01'),
(74, 245971, 48214, 20, 576072.7857612289, 1, '2023-06-01', 1, '2023-06-01'),
(75, 245971, 48214, 20, 2094779.6147118023, 1, '2023-06-01', 1, '2023-06-01'),
(76, 245971, 48214, 20, 1717531.0422117663, 1, '2023-06-01', 1, '2023-06-01'),
(77, 245971, 48214, 20, 1655347.7361911721, 1, '2023-06-01', 1, '2023-06-01'),
(78, 245971, 48214, 20, 1875122.9576538285, 1, '2023-06-01', 1, '2023-06-01'),
(79, 245971, 48214, 20, 1441694.8493554621, 1, '2023-06-01', 1, '2023-06-01'),
(80, 245971, 48214, 20, 502834.2374606104, 1, '2023-06-01', 1, '2023-06-01'),
(81, 245971, 48214, 20, 1986543.6629614837, 1, '2023-06-01', 1, '2023-06-01'),
(82, 245971, 48214, 20, 2298625.5764638119, 1, '2023-06-01', 1, '2023-06-01'),
(83, 245971, 48214, 20, 2232462.3936000889, 1, '2023-06-01', 1, '2023-06-01'),
(84, 245971, 48214, 20, 2272690.7913444111, 1, '2023-06-01', 1, '2023-06-01'),
(85, 245971, 48214, 20, 1919587.4522990843, 1, '2023-06-01', 1, '2023-06-01'),
(86, 245971, 48214, 20, 2300465.7247263460, 1, '2023-06-01', 1, '2023-06-01'),
(87, 245971, 48214, 20, 2386900.2102371531, 1, '2023-06-01', 1, '2023-06-01'),
(88, 245971, 48214, 20, 1642628.5896533423, 1, '2023-06-01', 1, '2023-06-01'),
(89, 245971, 48214, 20, 1354762.2509900887, 1, '2023-06-01', 1, '2023-06-01'),
(90, 245971, 48214, 20, 1344561.2562396313, 1, '2023-06-01', 1, '2023-06-01'),
(91, 245971, 48214, 20, 1754810.0566589027, 1, '2023-06-01', 1, '2023-06-01'),
(92, 245971, 48214, 20, 2110104.9849314679, 1, '2023-06-01', 1, '2023-06-01'),
(93, 245971, 48214, 20, 1834050.9052027415, 1, '2023-06-01', 1, '2023-06-01'),
(94, 245971, 48214, 20, 1952683.7508037792, 1, '2023-06-01', 1, '2023-06-01'),
(95, 245971, 48214, 20, 965445.8544295937, 1, '2023-06-01', 1, '2023-06-01'),
(96, 245971, 48214, 20, 2198708.9878361203, 1, '2023-06-01', 1, '2023-06-01'),
(97, 245971, 48214, 20, 1977699.1243794757, 1, '2023-06-01', 1, '2023-06-01'),
(98, 245971, 48214, 20, 1716958.1903131309, 1, '2023-06-01', 1, '2023-06-01'),
(99, 245971, 48214, 20, 1739320.8222341026, 1, '2023-06-01', 1, '2023-06-01'),
(100, 245971, 48214, 20, 473378.0204433360, 1, '2023-06-01', 1, '2023-06-01'),
(101, 245971, 48214, 20, 1182338.5720933905, 1, '2023-06-01', 1, '2023-06-01'),
(102, 245971, 48214, 20, 2408149.0693685231, 1, '2023-06-01', 1, '2023-06-01'),
(103, 245971, 48214, 20, 1891263.2612738698, 1, '2023-06-01', 1, '2023-06-01'),
(104, 245971, 48214, 20, 2345575.6733109112, 1, '2023-06-01', 1, '2023-06-01'),
(105, 245971, 48214, 20, 1641151.9735783244, 1, '2023-06-01', 1, '2023-06-01'),
(106, 245971, 48214, 20, 719964.7049120237, 1, '2023-06-01', 1, '2023-06-01'),
(107, 245971, 48214, 20, 1731721.9153838985, 1, '2023-06-01', 1, '2023-06-01'),
(108, 245971, 48214, 20, 2067463.3978501257, 1, '2023-06-01', 1, '2023-06-01'),
(109, 245971, 48214, 20, 2442540.7730492361, 1, '2023-06-01', 1, '2023-06-01'),
(110, 245971, 48214, 20, 1845085.4997324575, 1, '2023-06-01', 1, '2023-06-01'),
(111, 245971, 48214, 20, 428718.3118338301, 1, '2023-06-01', 1, '2023-06-01'),
(112, 245971, 48214, 20, 2083306.8702697571, 1, '2023-06-01', 1, '2023-06-01'),
